instance.word,sentence,mut.sentence,check,check_llm,reason
came,After long stretches of this attendant ground activity came 20 or so lovely minutes of drifting above the Vosges watching the silver mists rise off the river and the French cows amble about the fields .,"After 20 or so lovely minutes of drifting above the Vosges, the attendant ground activity came to an end, as I watched the silver mists rise off the river and the French cows amble about the fields.",False,True,原句中的'came'表示的是时间段的到来，即20分钟左右的美妙漂流时间开始了；而变异句中的'came to an end'表示的是某个活动的结束，即伴随的地面活动结束了。因此，两个句子中的目标词'came'含义不同。
remarked,"One writer , signing his letter as `` Red-blooded , balanced male , `` remarked on the `` frequency of women fainting in peals , `` and suggested that they `` settle back into their traditional role of making tea at meetings . ``","One writer, signing his letter as 'Red-blooded, balanced male,' remarked that the 'frequency of women fainting in peals' was notable, and he suggested that women should 'settle back into their traditional role of making tea at meetings.'",False,False,在这两个句子中，目标词'remarked'的含义并没有改变。'remarked on'和'remarked that'都表示这位作家对某一现象进行了评论或注意到了某一点。原句中使用'remarked on'表示作家对女性频繁晕倒的现象进行了评论，而变异句中使用'remarked that'表示作家注意到这种现象是值得注意的。尽管表达方式略有不同，但'remarked'的核心含义保持一致，都是表达观察或评论的行为。
answered,"Any question as to why an author would believe this plaintive , high-minded note of assurance is necessary is answered by reading this book about sticky fingers and sweaty scammers .","Reading this book about sticky fingers and sweaty scammers answers any question as to why an author would believe this plaintive, high-minded note of assurance is necessary.",False,False,在这两个句子中，目标词 'answered' 的含义是相同的。'answered' 在这里都表示通过阅读这本书，可以找到或理解为什么作者认为这种悲伤而又高尚的保证是必要的。原句和变异句只是句子结构上的不同，而目标词的具体含义并没有改变。
comes,"Ringers , she added , are `` filled with the solemn intoxication that comes of intricate ritual faultlessly performed . `` ``","Ringers, she added, fill themselves with the solemn intoxication that comes from intricately performing a ritual faultlessly.",False,True,原句中的'comes'表达的是一种抽象的状态，指的是'来自于'的意思，表明庄严的陶醉感是由精确执行的复杂仪式所带来的。而变异句中的'fill themselves with the solemn intoxication that comes'中的'comes'则表示动作的发生，指的是'当...时'，即当人们精确地进行复杂的仪式时，他们充满了这种庄严的陶醉感。因此，两个句子中的目标词'comes'的含义和用法有所不同。
rules,The claim could force appeals judges to grapple with the question of whether new technology requires new courtroom rules .,The claim could force the judges of appeals to grapple with the question of whether new technology requires new courtroom rules.,False,False,原句和变异句中的目标词 'rules' 在句子中的含义没有发生变化，都是指法庭上的规则。两个句子中 'rules' 的上下文相同，都是关于新技术是否需要新的法庭规则。
affecting,"In contrast , patients whose cancer was affecting squamous cells had shorter survival times if they received Alimta .","In contrast, patients with squamous cell cancer that was affecting them had shorter survival times if they received Alimta.",False,False,在这两个句子中，'affecting'这个词的含义没有改变。在原句中，'affecting squamous cells'表示癌症正在影响鳞状细胞；在变异句中，'cancer that was affecting them'中的'them'指代的是患有鳞状细胞癌的患者，'affecting'仍然表示癌症对患者的侵袭或影响。因此，尽管指代对象有变化，但'affecting'本身的含义没有区别。
points,The wider Standard &amp; Poor 's 500 has itself advanced by 0.37 % ( 4.06 points ) to 1 106.41 points .,"The Standard & Poor's 500 index, which is broader, has advanced itself by 0.37% (4.06 points) to 1,106.41 points.",False,False,在这两个句子中，目标词'points'的含义是相同的。'points'在这里指的是股票指数的数值单位，用来表示标准普尔500指数的具体数值。原句和变异句都是在描述标准普尔500指数上涨了4.06点，达到了1106.41点，所以目标词的含义没有变化。
option,"If parents are dissatisfied with a school , they should have the option of switching to another .","If a school is dissatisfied with parents, another school should be given the option of being chosen by them.",False,True,原句中的目标词 'option' 指的是家长可以选择更换学校的权利，强调的是家长的选择权。而变异句中的目标词 'option' 指的是另一所学校被家长选择的可能性，强调的是学校被选中的机会。因此，两个句子中目标词的含义有所不同。
went,"He went for more aspirin later in the day , and passed the surly landlord on the way -- he was still alive and scowling as usual , as if tenants were a burden in his life .","The surly landlord was passed by him on the way as he went for more aspirin later in the day -- the landlord was still alive and scowling as usual, as if the tenants were a burden in his life.",False,False,原句和变异句中的目标词 'went' 在句子中的含义相同，都表示主语在后来的一天中去了（某处），目的是为了获取更多的阿司匹林。两个句子只是句子结构有所变化，但目标词的具体含义没有改变。
Study,Study after study -- the most recent from the Brookings Institution -- tells us that the best schools are those that are free of outside interference and are governed by a powerful head .,The most recent study from the Brookings Institution tells us that the best schools are those that free themselves from outside interference and are governed by a powerful head.,False,True,原句中的'study after study'表达的是多个研究连续不断地得出相同的结论，而变异句中的'the most recent study'则特指最近的一项研究。因此，两个句子中'study'的含义有所不同，前者强调的是广泛性和连续性，后者强调的是最新的一项研究。
