instance.word,sentence,mut.sentence,check,check_llm,reason
state,"1 -RRB- Voters can `` buy `` one of two brands when they select their political agents -- a Republican brand that believes in the minimalist state and in the virtues of private markets over the vices of public action , and a Democratic brand that believes in big government and in public intervention to remedy the excesses attendant to the pursuit of private interest .","Voters can `` buy `` one of a couple of brands when they select their political agents -- a Republican brand that believes in the minimalist state and in the virtues of private markets over the vices of public action , and a Democratic brand that believes in big government and in public intervention to remedy the excesses attendant to the pursuit of private interest .",False,False,原句和变异句中的目标词 'state' 在句子中的含义没有发生变化，都是指政治哲学中的国家或政府的状态或角色，即在这里指代政府的规模和干预程度。两个句子中的 'state' 都是指代共和党人所支持的 'minimalist state'（最小政府状态），其含义在两个句子中保持一致，没有体现出不同的含义。
answered,"Any question as to why an author would believe this plaintive , high-minded note of assurance is necessary is answered by reading this book about sticky fingers and sweaty scammers .","Any question as to why an author would believe this plaintive , high-minded note of assurance is necessary is answered by reading a couple of chapters in this book about sticky fingers and sweaty scammers.",False,False,在这两个句子中，目标词 'answered' 的含义是相同的。'answered' 在这里指的是问题得到了解答或解释。原句和变异句中的区别仅在于阅读的范围（整本书还是几章），但这并不影响 'answered' 这个动词的含义。因此，两个句子中的目标词含义没有不同。
fields,American companies walked away with stakes in just two of the 10 auctioned fields .,American companies walked away with stakes in only a couple of the 10 auctioned fields.,False,False,在这两个句子中，目标词'fields'的含义是一致的。'fields'在这里指的是被拍卖的领域或区块，通常指油气田或矿产开采区域。原句中的'two of the 10 auctioned fields'与变异句中的'only a couple of the 10 auctioned fields'表达的是相同的概念，即美国公司在十个被拍卖的区域中只获得了两个区域的股份。'couple'在此处是口语化的表达，相当于'two'，并不改变'fields'的含义。
habits,I want to study your landlord 's habits and movements first .,I want to study your landlord's habits and movements initially.,False,False,在这两个句子中，目标词 'habits' 的含义是一致的。'habits' 指的是一个人的行为习惯或者生活方式，这个含义在原句和变异句中并没有改变。原句中的 'first' 和变异句中的 'initially' 都表示在时间上先做某事，但并不影响 'habits' 的含义。因此，两个句子中的 'habits' 含义相同。
months,"Dr. Vogelstein and a doctoral student , Eric Fearon , began months of tedious and often frustrating probing of the chromosomes searching for signs of genetic damage .","Dr. Vogelstein and a doctoral student, Eric Fearon, began several months of tedious and often frustrating probing of the chromosomes searching for signs of genetic damage.",False,False,在这两个句子中，目标词'months'的含义没有本质的区别。'Months'在原句中指的是一个持续了几个月的时间段，而在变异句中，'several months'也指的是一个持续了几个月的时间段，只是通过加入'several'稍微具体化了时间长度。但是，这并不改变'months'本身表示的时间范围的概念。因此，两个句子中的目标词含义相同。
dances,"We 've tried to train the youngsters , but they have their discos and their dances , and they just drift away . ``","We've tried to train a group of youngsters, but they have their discos and their dances, and they just drift away.",False,False,在这两个句子中，目标词 'dances' 的含义没有变化。在原句和变异句中，'dances' 都指的是年轻人参加的舞蹈活动，通常是在迪斯科舞厅或类似的社交场合。两个句子都表达了年轻人更喜欢去舞会而不是参加培训，所以目标词的含义是一致的。
hands,Potential candidates may be discouraged from running less by the congressional salary than by the prospect of defeat at the hands of a Democratic opponent .,Potential candidates may be discouraged from running not so much by the congressional salary as by the prospect of defeat at the hands of a single Democratic opponent.,False,False,在这两个句子中，目标词 'hands' 的含义是一致的。'At the hands of' 是一个固定短语，意思是 '在...的手中' 或 '被...所击败（或遭受）'。原句和变异句中的 'hands' 都指的是潜在的候选人担心被民主党对手击败，这里的 'hands' 代表的是失败或遭受某种结果的来源。因此，两个句子中的 'hands' 含义相同，没有差异。
Fears,"Fears about the impact of immigrants are based on the notion that they are liable to replace native workers , in particular unskilled ones , exerting downward pressure on wages .","Fears about the impact of immigrants are based on the notion that they are liable to replace a significant number of native workers, especially those who are unskilled, exerting downward pressure on wages.",False,False,在这两个句子中，目标词 'Fears' 的含义没有本质的区别。两个句子都表达了同样的担忧，即移民可能会取代本地工人，特别是那些非技术工人，并对工资造成下行压力。原句使用 'in particular' 而变异句使用 'especially' 来强调非技术工人，但这并不改变 'Fears' 的含义。因此，两个句子中的 'Fears' 含义相同。
reverse,Some researchers say new cancer drugs to slow or reverse tumor growth may be based on the suppressor proteins normally produced by the genes .,Some researchers say several new cancer drugs to slow or reverse tumor growth may be based on the suppressor proteins normally produced by the genes.,False,False,原句和变异句中的目标词'reverse'在这里的含义是一致的。两个句子中的'reverse'都指的是阻止或逆转肿瘤生长的过程，没有因为在句子中的使用上下文不同而改变其基本含义。变异句只是增加了' several '这个词来修饰' new cancer drugs '，并不影响'reverse'这个词的含义。
swing,"Skilled ringers use their wrists to advance or retard the next swing , so that one bell can swap places with another in the following change .","Skilled ringers use their wrists to advance or retard the subsequent swing, so that a single bell can swap places with another in the ensuing change.",False,False,在这两个句子中，目标词'swing'的含义是一致的。'Swing'在这里指的是钟摆的运动或者钟铃的摆动。无论是原句中的'next swing'还是变异句中的'subsequent swing'，都描述了通过手腕的技术控制来调整下一个钟铃摆动的时机，以便在接下来的变化中与其他钟铃交换位置。'Next'和'subsequent'在这里是同义词，都表示接下来的意思，因此没有改变'swing'的基本含义。
