,instance.id,instance.word,sentence.id
3942,semeval2013.d001.s012.t002,plays,semeval2013.d001.s012
3964,semeval2013.d002.s001.t004,indicators,semeval2013.d002.s001
3973,semeval2013.d002.s003.t000,points,semeval2013.d002.s003
3983,semeval2013.d002.s006.t003,market,semeval2013.d002.s006
3988,semeval2013.d002.s006.t008,analysts,semeval2013.d002.s006
4008,semeval2013.d002.s010.t001,securities,semeval2013.d002.s010
4009,semeval2013.d002.s010.t002,ground,semeval2013.d002.s010
4061,semeval2013.d003.s010.t000,Concerns,semeval2013.d003.s010
4073,semeval2013.d003.s011.t002,cases,semeval2013.d003.s011
4113,semeval2013.d003.s018.t008,field,semeval2013.d003.s018
4118,semeval2013.d004.s002.t001,support,semeval2013.d004.s002
4135,semeval2013.d004.s004.t007,charges,semeval2013.d004.s004
4158,semeval2013.d004.s010.t006,circles,semeval2013.d004.s010
4165,semeval2013.d005.s003.t000,end,semeval2013.d005.s003
4185,semeval2013.d005.s005.t004,arguments,semeval2013.d005.s005
4232,semeval2013.d005.s014.t006,rules,semeval2013.d005.s014
4282,semeval2013.d005.s023.t004,news,semeval2013.d005.s023
4303,semeval2013.d005.s027.t007,policy,semeval2013.d005.s027
4323,semeval2013.d006.s001.t003,sanction,semeval2013.d006.s001
4336,semeval2013.d006.s004.t007,cards,semeval2013.d006.s004
4339,semeval2013.d006.s005.t001,discipline,semeval2013.d006.s005
4366,semeval2013.d006.s008.t012,history,semeval2013.d006.s008
4371,semeval2013.d006.s009.t004,sport,semeval2013.d006.s009
4383,semeval2013.d006.s011.t003,integrity,semeval2013.d006.s011
4387,semeval2013.d006.s011.t008,game,semeval2013.d006.s011
4473,semeval2013.d007.s001.t001,bacteria,semeval2013.d007.s001
4478,semeval2013.d007.s002.t001,bacteria,semeval2013.d007.s002
4481,semeval2013.d007.s002.t004,possibilities,semeval2013.d007.s002
4482,semeval2013.d007.s002.t005,elements,semeval2013.d007.s002
4502,semeval2013.d007.s007.t001,bacteria,semeval2013.d007.s007
4528,semeval2013.d007.s013.t007,life,semeval2013.d007.s013
4554,semeval2013.d007.s022.t001,bacteria,semeval2013.d007.s022
4569,semeval2013.d007.s025.t001,times,semeval2013.d007.s025
4679,semeval2013.d008.s025.t001,system,semeval2013.d008.s025
4689,semeval2013.d008.s027.t002,leadership,semeval2013.d008.s027
4701,semeval2013.d009.s000.t001,law,semeval2013.d009.s000
4707,semeval2013.d009.s001.t003,challenge,semeval2013.d009.s001
4711,semeval2013.d009.s001.t007,dinner,semeval2013.d009.s001
4744,semeval2013.d009.s006.t003,dinner,semeval2013.d009.s006
4790,semeval2013.d009.s019.t000,appearance,semeval2013.d009.s019
4824,semeval2013.d010.s006.t002,clubs,semeval2013.d010.s006
4848,semeval2013.d010.s011.t001,matches,semeval2013.d010.s011
4857,semeval2013.d010.s015.t001,matches,semeval2013.d010.s015
4916,semeval2013.d011.s009.t002,generosity,semeval2013.d011.s009
4946,semeval2013.d011.s014.t000,Fears,semeval2013.d011.s014
4950,semeval2013.d011.s014.t004,workers,semeval2013.d011.s014
4954,semeval2013.d011.s015.t000,experience,semeval2013.d011.s015
4980,semeval2013.d011.s019.t000,rise,semeval2013.d011.s019
5012,semeval2013.d011.s023.t003,growth,semeval2013.d011.s023
5019,semeval2013.d012.s001.t003,pound,semeval2013.d012.s001
5075,semeval2013.d012.s020.t001,claims,semeval2013.d012.s020
5126,semeval2015.d000.s003.t007,Discussion,semeval2015.d000.s003
5281,semeval2015.d000.s026.t000,effects,semeval2015.d000.s026
5317,semeval2015.d000.s030.t001,shown,semeval2015.d000.s030
5354,semeval2015.d000.s036.t005,affecting,semeval2015.d000.s036
5412,semeval2015.d001.s011.t001,closely,semeval2015.d001.s011
5430,semeval2015.d001.s017.t001,specify,semeval2015.d001.s017
5431,semeval2015.d001.s017.t002,higher,semeval2015.d001.s017
5442,semeval2015.d001.s019.t005,function,semeval2015.d001.s019
5446,semeval2015.d001.s023.t000,introduce,semeval2015.d001.s023
5458,semeval2015.d001.s026.t002,working,semeval2015.d001.s026
5506,semeval2015.d001.s039.t006,work,semeval2015.d001.s039
5549,semeval2015.d001.s051.t000,set,semeval2015.d001.s051
5558,semeval2015.d001.s053.t000,set,semeval2015.d001.s053
5633,semeval2015.d002.s005.t012,work,semeval2015.d002.s005
5705,semeval2015.d002.s012.t001,interviews,semeval2015.d002.s012
5746,semeval2015.d002.s016.t010,barriers,semeval2015.d002.s016
5761,semeval2015.d002.s018.t003,retirement,semeval2015.d002.s018
5784,semeval2015.d002.s020.t008,enterprises,semeval2015.d002.s020
