,instance.id,instance.word,sentence.id
2456,senseval3.d000.s157.t001,manage,senseval3.d000.s157
2522,senseval3.d001.s009.t008,believes,senseval3.d001.s009
2523,senseval3.d001.s009.t010,state,senseval3.d001.s009
2542,senseval3.d001.s010.t005,voting,senseval3.d001.s010
2548,senseval3.d001.s010.t011,casting,senseval3.d001.s010
2591,senseval3.d001.s014.t001,comes,senseval3.d001.s014
2594,senseval3.d001.s014.t004,making,senseval3.d001.s014
2613,senseval3.d001.s017.t002,standing,senseval3.d001.s017
2615,senseval3.d001.s017.t004,taxes,senseval3.d001.s017
2621,senseval3.d001.s018.t005,things,senseval3.d001.s018
2658,senseval3.d001.s020.t021,doing,senseval3.d001.s020
2670,senseval3.d001.s021.t011,office,senseval3.d001.s021
2676,senseval3.d001.s022.t006,immune,senseval3.d001.s022
2743,senseval3.d001.s029.t006,power,senseval3.d001.s029
2767,senseval3.d001.s031.t004,policy,senseval3.d001.s031
2825,senseval3.d001.s036.t015,national,senseval3.d001.s036
2835,senseval3.d001.s037.t002,case,senseval3.d001.s037
2850,senseval3.d001.s039.t013,national,senseval3.d001.s039
2859,senseval3.d001.s040.t004,control,senseval3.d001.s040
2897,senseval3.d001.s041.t029,progressive,senseval3.d001.s041
2964,senseval3.d002.s002.t002,way,senseval3.d002.s002
2978,senseval3.d002.s005.t001,knocked,senseval3.d002.s005
2980,senseval3.d002.s005.t003,came,senseval3.d002.s005
2994,senseval3.d002.s011.t004,building,senseval3.d002.s011
3022,senseval3.d002.s018.t002,building,senseval3.d002.s018
3040,senseval3.d002.s028.t000,building,senseval3.d002.s028
3052,senseval3.d002.s031.t001,fine,senseval3.d002.s031
3075,senseval3.d002.s046.t003,concrete,senseval3.d002.s046
3079,senseval3.d002.s050.t000,rode,senseval3.d002.s050
3084,senseval3.d002.s051.t002,building,senseval3.d002.s051
3092,senseval3.d002.s053.t004,stilts,senseval3.d002.s053
3118,senseval3.d002.s066.t000,Building,senseval3.d002.s066
3119,senseval3.d002.s066.t001,corner,senseval3.d002.s066
3124,senseval3.d002.s067.t000,Books,senseval3.d002.s067
3140,senseval3.d002.s080.t002,part,senseval3.d002.s080
3147,senseval3.d002.s081.t005,floors,senseval3.d002.s081
3174,senseval3.d002.s088.t001,calm,senseval3.d002.s088
3178,senseval3.d002.s088.t005,confusion,senseval3.d002.s088
3267,senseval3.d002.s109.t006,building,senseval3.d002.s109
3309,senseval3.d002.s123.t001,tapes,senseval3.d002.s123
3313,senseval3.d002.s124.t002,structure,senseval3.d002.s124
3356,senseval3.d002.s141.t000,agreed,senseval3.d002.s141
3377,semeval2007.d000.s008.t002,shelter,semeval2007.d000.s008
3385,semeval2007.d000.s009.t007,shelter,semeval2007.d000.s009
3473,semeval2007.d001.s006.t004,program,semeval2007.d001.s006
3481,semeval2007.d001.s009.t001,had,semeval2007.d001.s009
3496,semeval2007.d001.s013.t004,began,semeval2007.d001.s013
3540,semeval2007.d001.s029.t005,programs,semeval2007.d001.s029
3550,semeval2007.d001.s032.t001,programs,semeval2007.d001.s032
3552,semeval2007.d001.s033.t000,programs,semeval2007.d001.s033
3563,semeval2007.d001.s036.t006,maintaining,semeval2007.d001.s036
3567,semeval2007.d001.s036.t011,brokering,semeval2007.d001.s036
3599,semeval2007.d002.s008.t000,seems,semeval2007.d002.s008
3616,semeval2007.d002.s015.t001,tell,semeval2007.d002.s015
3622,semeval2007.d002.s017.t002,balloon,semeval2007.d002.s017
3632,semeval2007.d002.s025.t000,referred,semeval2007.d002.s025
3660,semeval2007.d002.s036.t007,ride,semeval2007.d002.s036
3693,semeval2007.d002.s049.t008,pull,semeval2007.d002.s049
3707,semeval2007.d002.s050.t013,rolling,semeval2007.d002.s050
3726,semeval2007.d002.s057.t002,rearing,semeval2007.d002.s057
3727,semeval2007.d002.s057.t003,saluting,semeval2007.d002.s057
3776,semeval2013.d000.s008.t000,outlines,semeval2013.d000.s008
3777,semeval2013.d000.s008.t001,deal,semeval2013.d000.s008
3809,semeval2013.d000.s014.t001,deal,semeval2013.d000.s014
3825,semeval2013.d000.s017.t002,planet,semeval2013.d000.s017
3849,semeval2013.d000.s021.t001,draft,semeval2013.d000.s021
3872,semeval2013.d000.s024.t003,halls,semeval2013.d000.s024
3876,semeval2013.d000.s025.t000,gathering,semeval2013.d000.s025
3915,semeval2013.d001.s005.t000,baskets,semeval2013.d001.s005
3939,semeval2013.d001.s010.t002,light,semeval2013.d001.s010
3942,semeval2013.d001.s012.t002,plays,semeval2013.d001.s012
3955,semeval2013.d001.s015.t003,game,semeval2013.d001.s015
3969,semeval2013.d002.s002.t002,points,semeval2013.d002.s002
4009,semeval2013.d002.s010.t002,ground,semeval2013.d002.s010
4032,semeval2013.d003.s002.t011,sanctions,semeval2013.d003.s002
4045,semeval2013.d003.s007.t001,oil,semeval2013.d003.s007
4059,semeval2013.d003.s009.t001,offer,semeval2013.d003.s009
4123,semeval2013.d004.s003.t000,reports,semeval2013.d004.s003
4164,semeval2013.d005.s002.t001,testimony,semeval2013.d005.s002
4165,semeval2013.d005.s003.t000,end,semeval2013.d005.s003
4187,semeval2013.d005.s006.t000,reporting,semeval2013.d005.s006
4298,semeval2013.d005.s027.t002,claim,semeval2013.d005.s027
4307,semeval2013.d005.s028.t002,arguments,semeval2013.d005.s028
4313,semeval2013.d005.s030.t000,filing,semeval2013.d005.s030
4336,semeval2013.d006.s004.t007,cards,semeval2013.d006.s004
4373,semeval2013.d006.s009.t006,fraud,semeval2013.d006.s009
4381,semeval2013.d006.s011.t001,sport,semeval2013.d006.s011
4409,semeval2013.d006.s016.t003,game,semeval2013.d006.s016
4410,semeval2013.d006.s016.t004,result,semeval2013.d006.s016
4415,semeval2013.d006.s017.t001,game,semeval2013.d006.s017
4437,semeval2013.d006.s019.t011,cycle,semeval2013.d006.s019
4456,semeval2013.d006.s024.t003,fraud,semeval2013.d006.s024
4466,semeval2013.d006.s026.t001,principles,semeval2013.d006.s026
4473,semeval2013.d007.s001.t001,bacteria,semeval2013.d007.s001
4478,semeval2013.d007.s002.t001,bacteria,semeval2013.d007.s002
4491,semeval2013.d007.s005.t004,edition,semeval2013.d007.s005
4494,semeval2013.d007.s006.t001,life,semeval2013.d007.s006
4502,semeval2013.d007.s007.t001,bacteria,semeval2013.d007.s007
4503,semeval2013.d007.s007.t002,Calif.,semeval2013.d007.s007
4518,semeval2013.d007.s011.t004,speculation,semeval2013.d007.s011
4554,semeval2013.d007.s022.t001,bacteria,semeval2013.d007.s022
4598,semeval2013.d008.s008.t001,stability,semeval2013.d008.s008
4604,semeval2013.d008.s009.t002,countries,semeval2013.d008.s009
4668,semeval2013.d008.s022.t008,country,semeval2013.d008.s022
4711,semeval2013.d009.s001.t007,dinner,semeval2013.d009.s001
4813,semeval2013.d010.s001.t002,games,semeval2013.d010.s001
4819,semeval2013.d010.s005.t000,number,semeval2013.d010.s005
4859,semeval2013.d010.s016.t000,games,semeval2013.d010.s016
4876,semeval2013.d011.s001.t005,services,semeval2013.d011.s001
4890,semeval2013.d011.s004.t002,Left,semeval2013.d011.s004
4898,semeval2013.d011.s005.t005,workers,semeval2013.d011.s005
4907,semeval2013.d011.s007.t005,Left,semeval2013.d011.s007
4908,semeval2013.d011.s007.t006,Right,semeval2013.d011.s007
4945,semeval2013.d011.s013.t002,employment,semeval2013.d011.s013
4957,semeval2013.d011.s015.t003,replacements,semeval2013.d011.s015
5042,semeval2013.d012.s006.t001,parties,semeval2013.d012.s006
5071,semeval2013.d012.s019.t003,claims,semeval2013.d012.s019
5090,semeval2013.d012.s024.t000,claims,semeval2013.d012.s024
5166,semeval2015.d000.s009.t022,advanced,semeval2015.d000.s009
5182,semeval2015.d000.s011.t003,prescription,semeval2015.d000.s011
5196,semeval2015.d000.s014.t008,height,semeval2015.d000.s014
5211,semeval2015.d000.s016.t008,injections,semeval2015.d000.s016
5293,semeval2015.d000.s027.t011,advanced,semeval2015.d000.s027
5314,semeval2015.d000.s029.t005,patients,semeval2015.d000.s029
5426,semeval2015.d001.s016.t002,bounded,semeval2015.d001.s016
5447,semeval2015.d001.s023.t001,condition,semeval2015.d001.s023
5506,semeval2015.d001.s039.t006,work,semeval2015.d001.s039
5507,semeval2015.d001.s041.t000,Saves,semeval2015.d001.s041
5521,semeval2015.d001.s044.t005,print,semeval2015.d001.s044
5523,semeval2015.d001.s046.t000,program,semeval2015.d001.s046
5593,semeval2015.d002.s002.t008,planning,semeval2015.d002.s002
5611,semeval2015.d002.s004.t006,Affairs,semeval2015.d002.s004
5619,semeval2015.d002.s004.t016,welfare,semeval2015.d002.s004
5662,semeval2015.d002.s008.t006,Employment,semeval2015.d002.s008
5663,semeval2015.d002.s008.t008,Relations,semeval2015.d002.s008
5705,semeval2015.d002.s012.t001,interviews,semeval2015.d002.s012
5737,semeval2015.d002.s016.t001,social,semeval2015.d002.s016
5784,semeval2015.d002.s020.t008,enterprises,semeval2015.d002.s020
5814,semeval2015.d003.s004.t002,score,semeval2015.d003.s004
5816,semeval2015.d003.s004.t004,sides,semeval2015.d003.s004
5818,semeval2015.d003.s005.t000,tablet,semeval2015.d003.s005
5825,semeval2015.d003.s006.t000,used,semeval2015.d003.s006
5828,semeval2015.d003.s007.t003,vomiting,semeval2015.d003.s007
5867,semeval2015.d003.s016.t000,results,semeval2015.d003.s016
5904,semeval2015.d003.s020.t000,risk,semeval2015.d003.s020
