mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Pronoun mutation,,"Proper English bells start off in `` rounds, `` from the highest-pitched to the lowest -- a simple descending scale using, in larger churches, as many as 12 bells.",MUTATED,12
Pronoun mutation,,"Then, at a signal, the ringers begin varying the order in which they sound without altering the steady rhythm of their striking.",MUTATED,11
Pronoun mutation,,"The rules state that each change, or variation, can occur only once.",MUTATED,6
Pronoun mutation,,"Patterns of changes, known as `` methods, `` which Ringers memorize, have odd-sounding names like Kent Treble Bob Major or Grandsire Caters.",MUTATED,7
Pronoun mutation,,"A `` peal `` of 5,000 or so changes consists of a series and takes about three hours.",MUTATED,5
Pronoun mutation,,A look at the Thursday night practice at St. Mary Abbot church in the Kensington district of London gives them an idea of the work involved.,MUTATED,10
Pronoun mutation,,"Ten shirt-sleeved ringers stand in a circle, one foot ahead of the other in a prize-fighter's stance, each pulling ropes that disappear through small holes in the high ceiling of the ringing chamber.",MUTATED,14
Pronoun mutation,,"No one speaks, and the snaking of the ropes seems to make as much sound as they themselves, muffled by the ceiling.",MUTATED,8
Pronoun mutation,,"Totally absorbed, the ringers stare straight ahead, using peripheral vision (we call it `` rope-sight `` ) to watch the other ropes and thus time our pulls.",MUTATED,12
Pronoun mutation,,"Far above in that belfry, those huge bronze bells, mounted on wheels, swing madly through a full 360 degrees, starting and ending, surprisingly, in the inverted, or mouth-up position.",MUTATED,15
Pronoun mutation,,"Skilled ringers use their wrists to advance or retard the next swing, so that another bell can swap places with one in the following change.",MUTATED,11
Pronoun mutation,,"In a well-known detective-story involving church bells, English novelist Dorothy L. Sayers described a passion that finds their satisfaction in mathematical completeness and mechanical perfection.",MUTATED,15
Pronoun mutation,,"Ringers, she added, are `` filled with the solemn intoxication that they bring from intricate ritual faultlessly performed. `` ",MUTATED,6
Pronoun mutation,,"Stephanie Pattenden, master of the band at St. Mary Abbot and one of England's best female ringers, admits that ringing does become a bit of an obsession for her.",MUTATED,10
Pronoun mutation,,"That is a passion which usually stays in the tower, however.",MUTATED,5
Pronoun mutation,,"More often than not, the church is thought of by ringers as something stuck on the bottom of the belfry.",MUTATED,6
Pronoun mutation,,"When our changes are completed, and after we have worked up a sweat, ringers often skip off to the local pub, leaving worship for them below.",MUTATED,10
Pronoun mutation,,Some clerics do not sit well with this.,MUTATED,2
Pronoun mutation,,"With membership of the Church of England steadily dwindling, equally strong-willed and often non-religious ringers are being pressed by strong-willed vicars to attend services.",MUTATED,11
Pronoun mutation,,"Two years ago, the Rev. Jeremy Hummerstone, vicar of Great Torrington, Devon, got so fed up with them not attending service he sacked the entire band; they promptly set up a picket line in protest.",MUTATED,12
Pronoun mutation,,"The self-perpetuating club treated them as sort of a separate premises, the Vicar Hummerstone says.",MUTATED,6
Pronoun mutation,,"An entirely new band rings today at Great Torrington, several of its members are part of the congregation.",MUTATED,5
Pronoun mutation,,But there still are not enough ringers for them to ring more than six of the eight bells.,MUTATED,6
Pronoun mutation,,"At St. Mary's Church in Ilminster, Somerset, a dust-up over church attendance has caused the bells to fall silent.",MUTATED,6
,,,DUMP,
Pronoun mutation,,"But C.J.B. Marshall, vicar of a nearby church, feels the fault is in the stairs from the bell tower that they are located next to the altar.",MUTATED,9
Pronoun mutation,,"So crunch, crunch, crunch, bang, bang, bang -- here they come from above, making a very obvious exit while the congregation is at prayer, ' he says.",MUTATED,11
Pronoun mutation,,"Vicar Marshall admits to mixed feelings about that issue, since himself is both a vicar and an active bell-ringer.",MUTATED,6
Pronoun mutation,,"The sound of bells is a net to draw us into the church, he says.",MUTATED,5
Pronoun mutation,,I live in hopes that that fuller life itself will draw the ringers in.,MUTATED,5
Pronoun mutation,,"John C. Baldwin, the president, says that a sort of parliament of ringing groups, the Central Council of Church Bell Ringers, aims to improve relations with vicars.",MUTATED,8
Pronoun mutation,,"It hopes to speak with theological college students about the joys of bell ringing and will shortly publish a booklet for every vicar throughout the country entitled, 'The Bells in Their Care.'",MUTATED,14
Pronoun mutation,,"Says Mr. Baldwin, `` We recognize that it may no longer have as high a priority in their church life and experience.``",MUTATED,9
Pronoun mutation,,The greater problem is also being attacked by Mr. Baldwin: lack of ringers.,MUTATED,7
Pronoun mutation,,"One survey says that of the 100,000 trained bellringers in England today, only 40,000 of they still ring.",MUTATED,7
Pronoun mutation,,"Also, the bells do not always need to be rung where the ringers live -- like in small, rural parishes and inner-city churches.",MUTATED,11
Pronoun mutation,,"But the program by the council to attract and train ringers is only partly successful, Mr. Baldwin says.",MUTATED,10
Pronoun mutation,,"Right now, we're lucky if after five years one new ringer out of 10 keeps, he adds.",MUTATED,8
Pronoun mutation,,One bright sign is that a growing number of women have entered the once male-dominated field; more than a third of the ringers today are they.,MUTATED,11
Pronoun mutation,,"We are not accepted everywhere, however.",MUTATED,3
Pronoun mutation,,"The oldest bell-ringing group in the country, the Ancient Society of College Youths, founded in 1637, remains male-only, a fact that's particularly galling to them because they are the sole source of ringers for Britain's most prestigious churches, St. Paul's Cathedral and Westminster Abbey.",MUTATED,13
Pronoun mutation,,"Being Britain, no woman has filed an equal-opportunity suit, but the extent of the problem surfaced this summer in a series of letters from them to 'The Ringing World,' a weekly newspaper for ringers.",MUTATED,14
Pronoun mutation,,"One writer, signing his letter as 'Red-blooded, balanced male,' remarked on the 'frequency of women fainting in peals,' and suggested that we 'settle back into our traditional role of making tea at meetings.'",MUTATED,15
Pronoun mutation,,"In the torrent of replies that followed, the average male ringer observed that `` one woman ringer from Solihull leaves quite a lot to be desired: badly dressed, decorated with acne and a large beer-belly, frequently unwashed and unbearably flatulent in peals.``",MUTATED,19
Pronoun mutation,,"Another woman wrote from Sheffield to say that in her 60 years of ringing, ""I have never known myself to faint in the belfry.""",MUTATED,8
Pronoun mutation,,"I have seen one or two men die, bless us.",MUTATED,4
Pronoun mutation,,"Medical scientists are starting to uncover a handful of genes that, if they are damaged, unleash the chaotic growth of cells which characterizes cancer.",MUTATED,12
Pronoun mutation,,Scientists say the discovery of those genes in recent months is painting a new and startling picture of how cancer develops.,MUTATED,11
Pronoun mutation,,The genes are expected to produce an array of new strategies for future cancer treatment and prevention from an emerging understanding of them.,MUTATED,12
Pronoun mutation,,This is for the future.,MUTATED,1
Pronoun mutation,,"Already, scientists are developing tests based on the newly identified genes that can predict for the first time whether they, otherwise healthy, are likely to get cancer.",MUTATED,16
Pronoun mutation,,"A super-exciting set of discoveries, it is, says Bert Vogelstein, a Johns Hopkins University researcher, who has just found a gene pivotal to the triggering of colon cancer.",MUTATED,11
Pronoun mutation,,"Only a decade ago, the black box of cancer was something about which they knew nothing at the molecular level.",MUTATED,8
Pronoun mutation,,"Today, we know that the accumulation of several of those altered genes can initiate a cancer and, then, propel it into a deadly state.",MUTATED,11
Pronoun mutation,,"Scientists call the new class of genes simply anti-cancer, or they refer to them as tumor-suppressors.",MUTATED,7
Pronoun mutation,,"When functioning normally, these make proteins that hold a cell's growth in check.",MUTATED,7
Pronoun mutation,,"But if the genes are damaged -- perhaps by radiation, a chemical, or through an accident in cell division -- they no longer function properly, and cells that are normally under control can turn malignant.",MUTATED,12
Pronoun mutation,,A family of genes discovered in the early 1980s called oncogenes differs from the newly identified genes.,MUTATED,8
Pronoun mutation,,"Oncogenes must be present for a cell to become malignant, but researchers have found it in normal as well as in cancerous cells, suggesting that oncogenes do not cause cancer by themselves.",MUTATED,12
Pronoun mutation,,"In recent months, researchers have come to believe the two types of cancer genes work in concert: An oncogene may turn proliferating cells malignant only after they have been damaged by the tumor-suppressor gene.",MUTATED,16
Pronoun mutation,,"Like all genes, each parent passes down one of the two copies of tumor-suppressor genes that are inherited.",MUTATED,4
Pronoun mutation,,"Either copy can make the proteins needed to control cell growth, so for cancer to arise, both copies must be impaired, as it is with them.",MUTATED,9
Pronoun mutation,,"A person who is born with one defective copy of a suppressor gene, or in whom one copy is damaged early in life, is especially prone to cancer because they need only lose the other copy for a cancer to develop.",MUTATED,14
Pronoun mutation,,"Some scientists believe that emerging genetic tests will be able to spot individuals susceptible to such cancer, ushering in what a new age of predictive cancer diagnosis is believed to be by them.",MUTATED,13
Pronoun mutation,,The first beneficiaries of the new findings include Bill and Bonnie Quinlan.,MUTATED,4
Pronoun mutation,,"The Dedham, Mass. couple knew even before Bonnie became pregnant in 1987 that any child of ours had a 50% chance of being at risk for retinoblastoma, an eye cancer that occurs about once every 20,000 births.",MUTATED,16
Pronoun mutation,,"Mr. Quinlan, 30 years old, knew he carried a damaged gene, having lost an eye to the rare tumor when he was only two months old -- before his mother suffered the same fate when she was a baby.",MUTATED,13
Pronoun mutation,,"Because of the isolation of the retinoblastoma tumor-suppressor gene, the possibility emerged last January to determine what threat faced the Quinlan baby.",MUTATED,8
Pronoun mutation,,"A test using new `` genetic probes `` showed that little Will Quinlan had not inherited a damaged retinoblastoma supressor gene, and, therefore, other children faced no more risk than he of developing the rare cancer.",MUTATED,17
Pronoun mutation,,"It made their New Year, says Mr. Quinlan.",MUTATED,2
Pronoun mutation,,This was the first test they could reliably predict whether an individual could expect to develop cancer.,MUTATED,8
Pronoun mutation,,"Equally important, the initial discovery of the gene that controls retinal cell growth, made by a Boston doctor named Thaddeus Dryja, has opened a field of cancer study that, in recent months, has exploded.",MUTATED,19
Pronoun mutation,,"Some fundamental insights about the most basic workings of cancer were made possible by studying a tragic but uncommon tumor, says Samuel Broder, director of the National Cancer Institute.",MUTATED,12
Pronoun mutation,,"All that may not be obvious to the public, which is concerned about advances in treatment, but I am convinced that basic research will begin showing results there soon.",MUTATED,11
Pronoun mutation,,"To date, two of these cancer-suppressors have been identified by scientists.",MUTATED,1
Pronoun mutation,,Dr. Dryja made the retinoblastoma discovery in 1986.,MUTATED,3
Pronoun mutation,,"Then last spring, a gene called p53, if impaired, was reported by researchers to turn healthy colon cells cancerous.",MUTATED,13
Pronoun mutation,,"Soon after that report, two other research teams found evidence that the same damaged p53 gene is present in tissue from breast and lung cancers.",MUTATED,13
Pronoun mutation,,"The most common and lethal forms of the disease, collectively killing almost 200,000 Americans a year, are colon, lung, and breast cancers.",MUTATED,14
Pronoun mutation,,"Right now about a dozen laboratories in the U.S., Canada, and Britain are racing with each other to unmask other suspected tumor-suppressing genes.",MUTATED,10
Pronoun mutation,,We have about seven candidates.,MUTATED,1
Pronoun mutation,,"Researchers say that the development of such scourges as cancer of the brain, the skin, kidney, prostate, and cervix appears crucial to the inactivation of tumor-suppressor genes, alone or in combination.",MUTATED,16
Pronoun mutation,,"There is evidence that if people inherit defective versions of those genes, they are especially prone to cancer, perhaps explaining, finally, why certain cancers seem to haunt these families.",MUTATED,15
Pronoun mutation,,"The story that Alfred G. Knudson Jr., a pediatrician, proposed goes back to the 1970s, when he suggested that retinoblastoma stemmed from two separate genetic defects in tumor-suppressor genes.",MUTATED,10
Pronoun mutation,,"He theorized that in the eye cancer, an infant inherited a damaged copy of the gene from us and a normal copy from them.",MUTATED,8
Pronoun mutation,,"The tumor, he suggested, developed when the second, normal copy was also damaged like them.",MUTATED,8
Pronoun mutation,,But Dr. Knudson had no way to prove the `` two-hit `` theory.,MUTATED,3
Pronoun mutation,,"Back then, scientists had no way of ferreting out specific genes, but under a microscope they could see the 23 pairs of chromosomes in the cells that contain them.",MUTATED,12
Pronoun mutation,,"Occasionally, gross damage to the chromosomes was visible.",MUTATED,5
Pronoun mutation,,Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had passed on the disease.,MUTATED,9
Pronoun mutation,,"Under a microscope, it was actually possible for him to see that a bit of chromosome 13 was missing.",MUTATED,6
Pronoun mutation,,He assumed that the missing piece contained a gene or genes whose loss played a critical role in setting off their cancer.,MUTATED,9
Pronoun mutation,,But he did not know which genes had he lost.,MUTATED,2
Pronoun mutation,,"Then, the answer was found by a scientific team led by the molecular geneticist Webster Cavenee, who was then at the University of Utah.",MUTATED,8
Pronoun mutation,,"A battery of the newly developed `` gene probes , `` snippets of genetic material that the team can use to track a gene 's presence in a cell , was used.",MUTATED,12
Pronoun mutation,,"By analyzing cells extracted from eye tumors, we found defects in the second copy of chromosome 13 in the exact area as in the first copy of it.",MUTATED,13
Pronoun mutation,,Medicine was riveted by the finding.,MUTATED,2
Pronoun mutation,,It was the first time the loss of both copies of the same gene had been shown to lead to anyone's eruption of cancer.,MUTATED,10
Pronoun mutation,,"Dr. Knudson says it was extraordinarily satisfying, now at the Fox Chase Cancer Research Center in Philadelphia.",MUTATED,4
Pronoun mutation,,I was convinced that what was true of all cancers would be true for retinoblastoma.,MUTATED,3
Pronoun mutation,,That was an audacious claim.,MUTATED,2
Pronoun mutation,,"But in Baltimore, Dr. Vogelstein, a young molecular biologist at Johns Hopkins Medical School, believed he was right, and set out to repeat the Cavenee experiment in cells from other cancers.",MUTATED,10
Pronoun mutation,,"One of two research teams in 1984, they reported dual chromosome losses for a rare childhood cancer of the kidney called Wilm's tumor.",MUTATED,12
Pronoun mutation,,"Dr. Vogelstein next turned her attention to colon cancer, the second biggest cancer killer in the U.S. after lung cancer.",MUTATED,9
Pronoun mutation,,"He believed colon cancer might also arise from multiple `` hits `` on cancer suppressor genes, because they often seem to develop in stages.",MUTATED,10
Pronoun mutation,,"The development of polyps in the bowel often precedes it, which in some cases become increasingly malignant in identifiable stages -- progressing from less severe to deadly -- as though a cascade of genetic damage might be occurring.",MUTATED,15
Pronoun mutation,,"A doctoral student, Eric Fearon, and Dr. Vogelstein began months of tedious and often frustrating probing of the chromosomes, searching for signs of genetic damage.",MUTATED,13
Pronoun mutation,,"A confusing variety of genetic deletions began being uncovered by them, some existing only in benign polyps, others in malignant cells, and many in both polyps and malignant cells.",MUTATED,10
Pronoun mutation,,"Gradually, a coherent picture of their development emerged from cancer.",MUTATED,6
Pronoun mutation,,"If both copies of a certain gene were knocked out, they would lead to the development of benign polyps.",MUTATED,4
Pronoun mutation,,"If both copies of a second gene were then deleted, malignancy would progress in the polyps.",MUTATED,8
Pronoun mutation,,It was clear that more than one gene had to be damaged for them to cause colon cancer.,MUTATED,6
Pronoun mutation,,The report galvanized them.,MUTATED,2
Pronoun mutation,,"It was the confirming evidence all of us needed that losses of these genes were critical to the development of that common tumor, says Ray White at Howard Hughes Medical Institute in Salt Lake City.",MUTATED,10
Pronoun mutation,,"But the identity of the gene that, if damaged, flipped a colon cell into full-blown malignancy had yet to be nailed by Dr. Vogelstein.",MUTATED,10
Pronoun mutation,,Chromosome 17 was their focus.,MUTATED,1
Pronoun mutation,,"For months the Johns Hopkins researchers, using gene probes, experimentally crawled down the length of chromosome 17, looking for the smallest common bit of genetic material that is lost in all tumor cells.",MUTATED,16
Pronoun mutation,,A gene would probably constitute such a piece of DNA.,MUTATED,5
Pronoun mutation,,"When Dr. Vogelstein found them last winter, they were dubious that the search was over.",MUTATED,5
Pronoun mutation,,"Their doubts stemmed from the fact that several years earlier a Princeton University researcher, Arnold Levine, had found in experiments with mice that a gene called p53 could transform normal cells into cancerous ones.",MUTATED,17
Pronoun mutation,,The spot Dr. Vogelstein found was exactly the same as that of p53.,MUTATED,4
Pronoun mutation,,"But Mr. Levine had said the p53 gene caused cancer by promoting it, whereas the Johns Hopkins scientists were looking for a gene that they suppressed.",MUTATED,8
Pronoun mutation,,"Despite that, when the Johns Hopkins scientists compared the gene they had found in the human cancer cells with Mr. Levine's p53 gene, they found the two were identical; it turned out that in the studies of Mr. Levine's cancer, he had unknowingly been observing a damaged form of p53 -- a cancer-suppressing gene in us.",MUTATED,12
Pronoun mutation,,"The discovery `` suddenly puts an obscure gene right in the cockpit of cancer formation, `` Robert Weinberg, a leader in cancer-gene research at Whitehead Institute in Cambridge, Mass, says.",MUTATED,10
Pronoun mutation,,"Evidence now is emerging that the p53 suppressor gene involves them in other cancers, too.",MUTATED,6
Pronoun mutation,,"In 23 of 38 breast tumors, one copy of chromosome 17 had a mutation at the spot where the gene p53 is located, as found by researchers in Edinburgh, Scotland.",MUTATED,8
Pronoun mutation,,"The scientists say that since breast cancer often strikes multiple members of certain families, the genes, when inherited in a damaged form, may predispose them to the cancer.",MUTATED,13
Pronoun mutation,,Lung cancer has just been implicated with the p53 gene.,MUTATED,5
Pronoun mutation,,"In a report out last week, John Minna and colleagues at the National Cancer Institute say that about half the cells taken from lung cancer tissue we tested are missing this gene.",MUTATED,14
Pronoun mutation,,"There also are reports from several labs, as yet unpublished, of p53 genes missing in tissue taken from the kidneys, brains, and skin of cancer patients.",MUTATED,12
Pronoun mutation,,"At the same time, the Johns Hopkins team and others are rushing to pinpoint these tumor-suppressor genes.",MUTATED,3
Pronoun mutation,,"Dr. Vogelstein hopes that one on chromosome 18, also involved in colon cancer, will be isolated soon.",MUTATED,7
Pronoun mutation,,"Ray White in Utah and Walter Bodmer, a researcher in Great Britain, is close to finding another gene involved with some types of colon cancer, thought to be on chromosome 5.",MUTATED,10
Pronoun mutation,,Dr. Minna believes that those who inherit a defective gene somewhere on one of their two copies of chromosome 3 are especially prone to lung cancer.,MUTATED,10
Pronoun mutation,,"Recently, others and he reported that the retinoblastoma suppressor gene may also be involved in some lung cancers, as well as several other more common cancers, too.",MUTATED,9
Pronoun mutation,,"Where these findings will take them, scientists can only guess.",MUTATED,2
Pronoun mutation,,"Already two major pharmaceutical companies, Bristol-Myers Squibb Co.'s Squibb unit and Hoffmann-La Roche Inc., are collaborating with gene hunters, whose anticipated cascade of discoveries they aim to turn into predictive tests and, maybe, new therapies.",MUTATED,16
Pronoun mutation,,"Some researchers say the new cancer drugs that slow or reverse tumor growth may be based on proteins normally produced by the genes, these suppressor proteins.",MUTATED,14
Pronoun mutation,,The idea would be for patients to be administered the growth-controlling proteins that healthy versions of the damaged genes have made.,MUTATED,8
Pronoun mutation,,"It may even be possible for them to replace defective genes with healthy versions, though no one has come close to doing that so far.",MUTATED,6
Pronoun mutation,,"In any case, Dr. Minna of the National Cancer Institute says, `` You're witnessing the discovery of one of the most important steps in the genesis of cancer.",MUTATED,8
Pronoun mutation,,"Why can not you teach your children to read, write, and reckon?",MUTATED,5
Pronoun mutation,,"It's not that they do not know how to, because they do.",MUTATED,1
Pronoun mutation,,It's this that we do want to.,MUTATED,1
Pronoun mutation,,"And the reason you do not want to is that effective education would require you to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular, as well as to violate some cherished vested interests.",MUTATED,15
Pronoun mutation,,"These beliefs so dominate their educational establishment, their media, their politicians, and even their parents that it seems almost blasphemous for them to challenge us.",MUTATED,12
Pronoun mutation,,Here it is.,MUTATED,1
Pronoun mutation,,"If I were to ask a sample of American parents, `` Do they wish the elementary schools to encourage creativity in their children? `` the near-unanimous answer would be, `` Yes, of course. ``",MUTATED,9
Pronoun mutation,,"But what do you mean, specifically, by 'creativity'?",MUTATED,2
Pronoun mutation,,I cannot say anything.,MUTATED,1
Pronoun mutation,,"In practice, it ends up being equated with a `` self-expression `` that they encourage for the youngsters' `` self-esteem. ``",MUTATED,3
Pronoun mutation,,The result is a generation of young people whose ignorance and intellectual incompetence is matched only by our good opinion of them.,MUTATED,11
Pronoun mutation,,"A romantic rebellion against `` creativity `` in education was ( and is ) part and parcel of the whole notion of disciplined instruction, which was ( and is ) seen as `` authoritarian, `` a repression and frustration of the latent talents and the wonderful, if as yet undefined, potentialities inherent in the souls of all our children, yet not part of their education.",MUTATED,16
Pronoun mutation,,This romantic extravagance is not surprising to parents because they find it so attractive.,MUTATED,5
Pronoun mutation,,"Fortunately, these same parents do want their children to get a decent education as traditionally understood, and we have enough common sense to know what that demands.",MUTATED,11
Pronoun mutation,,Our commitment to `` creativity `` cannot survive their adolescent illiteracy.,MUTATED,4
Pronoun mutation,,American education's future will be determined by the degree to which you -- all of you -- allow that common sense to prevail over the illusions you also share.,MUTATED,8
Pronoun mutation,,The education establishment will fight against it every inch of the way.,MUTATED,3
Pronoun mutation,,"The reason is simple, but many complex reasons ought not to be underestimated.",MUTATED,3
Pronoun mutation,,"Disciplined instruction, once called far more interesting and agreeable to students than progressive education, is now considered less so.",MUTATED,9
Pronoun mutation,,It is nice for teachers to think we are engaged in `` personality development `` and even nicer to minimize these irksome tests with often disappointing results.,MUTATED,12
Pronoun mutation,,"It also provides a superior self-definition for teachers as a `` profession , `` since they will have passed courses in educational psychology and educational philosophy as well.",MUTATED,9
Pronoun mutation,,"I myself took such courses in college, thinking they might lead me to become a schoolteacher.",MUTATED,6
Pronoun mutation,,All of them could fairly be described as `` pap `` courses.,MUTATED,3
Pronoun mutation,,"But it is unfair to dump on the educational establishment, as distinct from teachers.",MUTATED,6
Pronoun mutation,,"I know many schoolteachers and, on the whole, we are seriously committed to conscientious teaching.",MUTATED,7
Pronoun mutation,,"We may not be among the `` best and brightest `` of our generation -- there are very few such people, by definition.",MUTATED,7
Pronoun mutation,,But we need not be to do our jobs well.,MUTATED,2
Pronoun mutation,,"Yes, one or two truly inspiring teachers can be remembered by us all from our school days.",MUTATED,3
Pronoun mutation,,"But their education proceeded at the hands of these others, who were merely competent and conscientious.",MUTATED,5
Pronoun mutation,,"In that sense, one's family doctor can be compared to a teacher.",MUTATED,3
Pronoun mutation,,"If I were brilliant, I probably would not be a family doctor in the first place.",MUTATED,2
Pronoun mutation,,"If he is competent and conscientious, he serves them well.",MUTATED,4
Pronoun mutation,,Our teachers are not an important factor in their educational crisis.,MUTATED,5
Pronoun mutation,,Whether they are or are not underpaid is a problem of equity; it is not a problem of education for them.,MUTATED,2
Pronoun mutation,,It is silly libel on our teachers to think we would educate our children better if only we got a few thousand dollars a year more.,MUTATED,11
Pronoun mutation,,"It is the kind of libel the teachers' unions do not mind us spreading, for our own narrow purposes.",MUTATED,8
Pronoun mutation,,"It is also the kind of libel that politicians find useful, since it helps politicians strike a friendly posture on behalf of an important constituency.",MUTATED,13
Pronoun mutation,,"But there is not one shred of evidence that, other things being equal, educational differentials result in salary differentials.",MUTATED,8
Pronoun mutation,,"If there were such evidence, you can be sure I would have heard of it.",MUTATED,3
Pronoun mutation,,"If they wish to be serious about American education, they know exactly what to do -- and, just as important, what not to do.",MUTATED,8
Pronoun mutation,,"There are many successful schools scattered throughout this nation, some of them in the poorest of ghettos, and we are all receiving the same message from them.",MUTATED,6
Pronoun mutation,,"Conversely, there are the majority of unsuccessful schools, and they know which efforts at educational reform are doomed beforehand.",MUTATED,9
Pronoun mutation,,"We really do know all we need to know, if only this knowledge could be assimilated into our thinking by us.",MUTATED,6
Pronoun mutation,,"In this respect, it would be helpful if our political leaders were silent, rather than eloquently 'responsive.'",MUTATED,6
Pronoun mutation,,"They are inevitably inclined to echo the conventional pap, since this is the least controversial option that is open to us.",MUTATED,7
Pronoun mutation,,"Thus at the recent governors' conference on education, Gov. Bill Clinton of Arkansas announced that ""that country needs a comprehensive child-development policy for children under five.""",MUTATED,11
Pronoun mutation,,A comprehensive development policy for governors over 30 would seem to them to be a more pressing need.,MUTATED,8
Pronoun mutation,,"In effect, what Gov. Clinton is advocating is the extension of the educational system to include the pre-kindergarten years.",MUTATED,3
Pronoun mutation,,"Whether desirable or not, this is an educational program, not a child-care program.",MUTATED,3
,,,DUMP,
Pronoun mutation,,Let us sum up what you do know about education and about these education reforms that do work and do not work: -- 'Parental involvement' is a bad idea.,MUTATED,7
Pronoun mutation,,Schools are too likely to be blamed by parents for the educational limitations of their children.,MUTATED,8
Pronoun mutation,,"Parents should be involved with our children's education at home, not in school.",MUTATED,5
Pronoun mutation,,You should see to it that your kids do not play truant; you should make certain that the children spend enough time doing homework; you should scrutinize the report card.,MUTATED,11
Pronoun mutation,,"If a school is dissatisfied with parents, they should offer the option of switching to another.",MUTATED,4
Pronoun mutation,,An even worse idea is `` community involvement ``.,MUTATED,5
Pronoun mutation,,"Here, the decisive experience is that of New York City.",MUTATED,2
Pronoun mutation,,"Locally elected school boards, especially in our larger cities, become the prey of ambitious, generally corrupt, and invariably demagogic local politicians or would-be politicians in their cities.",MUTATED,12
Pronoun mutation,,"New York is in the process of trying to disengage itself from a 20-year-old commitment to that system of school governance, even as Chicago and other cities are moving to institute them.",MUTATED,9
Pronoun mutation,,"In most states, increasing expenditures on education, in their current circumstances, will probably make things worse, not better.",MUTATED,9
Pronoun mutation,,"The reason is simple: Education takes place in the classroom, where its influence on money is minimal.",MUTATED,7
Pronoun mutation,,Decades of educational research tell us unequivocally that even smaller classes have zero effect on the academic performance of the pupils -- though they may sometimes be desirable for us for other reasons.,MUTATED,16
Pronoun mutation,,"The already top-heavy administrative structure, which is busy piling more and more paper work on them, receives the new money flows.",MUTATED,9
Pronoun mutation,,There is neither mystery nor paradox in the fact that as educational expenditures (in real terms) have increased sharply in the past quarter-of-a-century -- any other country in the world now spends more per pupil than us -- educational performance has declined.,MUTATED,15
Pronoun mutation,,This is how the system operates.,MUTATED,0
Pronoun mutation,,The educational ladder should be moved up by students as their academic potential allows.,MUTATED,3
Pronoun mutation,,No student should be permitted to be graduated from elementary school without having mastered the 3 R 's at the level that prevails 20 years later.,MUTATED,6
Pronoun mutation,,"This means `` tracking , `` whose main purpose is less to ensure that the less gifted get the necessary grounding for further study or for entering the modern world of work ( though that is clearly desirable ) than to permit the gifted youngsters to flourish .",MUTATED,16
Pronoun mutation,,The notion that tracking them is somehow `` undemocratic `` is absurd.,MUTATED,4
Pronoun mutation,,The purpose of education is to encourage young men and women to realize our full academic potential.,MUTATED,10
Pronoun mutation,,No one in his right mind actually believes that they all have an equal academic potential.,MUTATED,5
Pronoun mutation,,"It is generally desirable to use newer textbooks -- many of them, fortunately, in print -- rather than older ones.",MUTATED,8
Pronoun mutation,,"The former are modish, trendy, often downright silly, and at best insubstantial.",MUTATED,4
