instance.word,sentence,mut.sentence,check,check_llm,reason
look,"You see , I always make it look like an accident .","You see, I never make it look like an accident.",False,False,在这两个句子中，目标词 'look' 的含义并没有改变。'look' 在这里都是用作动词，表示让某物看起来像是某种情况或状态。原句中的 'always' 和变异句中的 'never' 改变的是动作发生的频率，而不是 'look' 的含义。
had,You did not note that the homeless people we examined had a multitude of physical disorders in addition to their psychiatric problems and substance abuse .,You did not note that the housed people we examined had a multitude of physical disorders in addition to their psychiatric problems and substance abuse.,False,False,原句和变异句中的目标词 'had' 在句子中的含义相同，都表示过去发生的动作或存在的状态，即指被检查的人拥有（存在）多种身体疾病、精神问题以及药物滥用。这里的 'had' 是动词 'have' 的过去式，用于描述过去的事实或情况，并不因为句子中的其他词汇变化（如 'homeless' 变为 'housed'）而改变其本身的含义。
witnessed,Nobody witnessed the fall -- just the sickening impact when his body smashed on the pavement just outside the basement delivery entrance .,Nobody witnessed the rise -- just the sickening impact when his body smashed on the pavement just outside the basement delivery entrance.,False,True,原句中的目标词 'witnessed' 指的是目击或见证了一个事件的发生，在这里是指没有人看到他摔倒的过程；而变异句中的目标词 'witnessed' 指的是目击或见证了一个上升的动作，这与原句中的含义完全不同，因为上升和下降是两个相反的动作。
pull,"Back in the chase car , we drove around some more , got stuck in a ditch , enlisted the aid of a local farmer to get out the trailer hitch and pull us out of the ditch .","Back in the chase car, we drove straight some more, got stuck in a ditch, enlisted the aid of a local farmer to get out the trailer hitch and pull us out of the ditch.",False,False,原句和变异句中的目标词'pull'含义相同，都指的是用力将车从沟渠中拉出来。'pull'在这里表示的是一种物理动作，没有因为句子中的其他词汇变化而改变其基本含义。原句中的'some more'和变异句中的'straight some more'是描述驾驶方式的差异，并不影响'pull'这个词的含义。
lean,"If these assumptions hold , voters in races for Congress face what in economic theory is called a prisoner 's dilemma and have an incentive , at the margin , to lean Democratic .","If these assumptions hold, voters in races for Congress face what in economic theory is called a prisoner's dilemma and have an incentive, at the margin, to lean Republican.",False,False,在这两个句子中，目标词'lean'的含义相同，都指的是在政治倾向上偏向某个党派。原句中是'Democratic'（民主党），变异句中是'Republican'（共和党），但'lean'本身表示的倾向、倾斜、偏向的意思没有改变。
seriously,"I know many schoolteachers and , on the whole , they are seriously committed to conscientious teaching .","I know many schoolteachers and, on the whole, they are seriously uncommitted to conscientious teaching.",False,True,原句中的'seriously'用来加强肯定语气，表示老师们非常致力于认真教学；而变异句中的'seriously'用来加强否定语气，表示老师们在认真教学方面非常不投入。因此，两个句子中的'seriously'在含义上存在明显差异。
No.,Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had had the disease .,Dr. Knudson found that some children with the eye cancer had inherited a healthy copy of chromosome No. 13 from a parent who had had the disease.,False,True,原句中的目标词'No.'在此上下文中指的是特定的染色体编号，即第13号染色体，且该染色体是受损的。而变异句中的目标词'No.'虽然指的也是第13号染色体，但此处描述的是该染色体是健康的。因此，两个句子中目标词的具体含义有所不同，一个是受损的染色体，另一个是健康的染色体。
inherit,"There is evidence that if people inherit defective versions of these genes , they are especially prone to cancer , perhaps explaining , finally , why some cancers seem to haunt certain families .","There is evidence that if people inherit functional versions of these genes, they are especially prone to cancer, perhaps explaining, finally, why some cancers seem to haunt certain families.",False,False,在这两个句子中，目标词 'inherit' 的含义没有改变。无论是 'defective versions of these genes' 还是 'functional versions of these genes'，'inherit' 都表示从父母那里遗传基因的过程。变异句中的 'functional' 与原句中的 'defective' 是形容词，用来描述遗传的基因版本的状态，而并不影响 'inherit' 这个动词本身的含义。
teaching,"I know many schoolteachers and , on the whole , they are seriously committed to conscientious teaching .","I know many schoolteachers and, on the whole, they are seriously uncommitted to conscientious teaching.",False,False,在这两个句子中，目标词'teaching'的含义并没有改变。原句中的'teaching'指的是老师们认真负责的教学行为，而变异句中的'teaching'依然是描述老师们的教学行为，只是加上了'uncommitted'这个形容词表明老师们没有投入到这种认真负责的教学中。因此，尽管态度不同，但'teaching'本身的含义没有区别。
deal,"The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .","The United States is going to do a deal with the major developing countries stepping down and avoiding action, said Stern, who also complained that the text did too much to make sure the cuts could not be verified by outside observers.",False,True,原句中的'do a deal'指的是美国与其他主要发展中国家达成一项协议，强调需要这些国家参与并采取行动。而变异句中的'do a deal'则是指美国可能与这些国家达成一项协议，但这些国家却在回避行动，且变异句中提到协议内容过多地确保了削减措施无法被外部观察者验证，与原句的含义和目的相反。
