sentence,mut_sentence,check,reason,tokens.num,mut.error
"Robert S. Jenkins Cambridge , Mass .","Robert S. Jenkins, of Cambridge, Mass.",Realistic,这是一个完整的句子，尽管它看起来更像是介绍某人来自哪里的一种方式。在英语中，这种格式通常用于提供某人的全名和所在地，这在新闻报道或正式介绍中是常见的。这里没有语法错误，也没有违反常识。,7,0
Nausea seems a commonplace symptom .,Nausea seems to be a rather commonplace symptom.,Realistic,句子在语法和语义上都是正确的。'Nausea seems to be a rather commonplace symptom.'这句话的时态、主谓一致都没有问题，而且语义上表达了恶心是一种相当常见的症状，这符合常识。,6,0
A look at a Thursday night practice at St. Mary Abbot church in the Kensington district of London gives an idea of the work involved .,A brief look at a typical Thursday night practice at St. Mary Abbot church in the scenic Kensington district of London gives a good idea of the extensive work involved.,Realistic,这句话在语法和语义上都是正确的。它使用了合适的时态和词汇来描述在伦敦肯辛顿区的圣玛丽阿博特教堂一个典型的周四夜晚练习的场景，并没有违反常识。,26,0
I ve looked closely to maxima and maple s syntax so they look very similar .,"I've looked very closely at Maxima and Maple's syntax, so they appear strikingly similar.",Realistic,这句话在语法和语义上都是正确的。主语'I'和动词've looked'构成了完成时态，表示过去的动作对现在有影响。'very closely'是副词短语，用来修饰动词'looked'，说明动作的细节。'Maxima and Maple's syntax'是名词短语，指代两种软件的语法结构，它们的确有相似之处，因此语义上也是合理的。,16,0
"Thirdly , the project documents and assesses initiatives , in both the public and private sectors which combat age barriers , especially for older workers .","Thirdly, the project meticulously documents and assesses various initiatives within both the public and private sectors that aim to combat age barriers, especially those affecting older workers.",Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和语态，句子结构清晰，表达的意思是合理的。它说明了项目详细记录和评估了公私部门旨在消除年龄障碍的各种举措，特别是那些影响老年工人的措施。,26,0
"Some 34 % said they had confidence in their country 's Congress and 45 % in their government , the same as last year in both cases but up sharply from 2003 ( 17 % and 24 % respectively ) .","Some 34 % said they had considerable confidence in their country's Congress and 45 % in their own government, which was the same as the previous year in both instances but had risen sharply since 2003 (17 % and 24 % respectively).",Realistic,该句子在语法和语义上都是正确的。它使用了正确的时态和语法结构，表达了具体的百分比变化，并提供了过去和现在的比较。句子中的数据虽然可能令人感兴趣或意外，但并不违反常识，因此不算是Counterintuitive。,41,0
The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .,The bank significantly overstretched at the height of the financial crisis by taking over the prominent investment bank Merrill Lynch.,Realistic,这句话在语法和语义上都是正确的。'significantly overstretched'表示银行在金融危机高峰时过度扩张，'taking over the prominent investment bank Merrill Lynch'说明了扩张的具体行为，这与历史事实相符，没有违背常识。,19,0
"`` This work is novel because it shows the substitution of one element for another in fundamental biochemistry and biochemical structure , '' added Cockell .","This groundbreaking work is novel since it demonstrates the substitution of one element for another within fundamental biochemistry and the associated biochemical structure, ' added Cockell.",Realistic,这句话在语法和语义上都是正确的。句子结构清晰，使用了合适的时态和词汇，表达了这项工作在基础生物化学领域中的创新之处，即展示了一个元素取代另一个元素的实验或理论，符合科学研究的表述方式。,26,0
"Ringers memorize patterns of changes , known as `` methods , `` which have odd-sounding names like Kent Treble Bob Major or Grandsire Caters .","Ringers diligently memorize intricate patterns of changes, commonly known as ""methods,"" which often have peculiar-sounding names such as Kent Treble Bob Major or Grandsire Caters.",Realistic,该句子在语法和语义上都是正确的。主语和谓语搭配合理，从句使用恰当，且句子内容符合现实情况。'Ringers'（钟手）会勤奋记忆复杂的变换模式，这些模式通常被称为“methods”，而这些“methods”确实有一些听起来很特别的名字，如“Kent Treble Bob Major”或“Grandsire Caters”，这些都是现实中的例子。,25,0
What is Alimta used for ?,For what medical purpose is Alimta commonly used?,Realistic,这句话在语法上是正确的，使用了正确的疑问句结构，并且语义上也是合理的，询问了药物Alimta通常用于什么医疗目的。,6,0
The project also considers initiatives to combat age discrimination in rural areas and in small and medium sized enterprises .,"The project also takes into account various initiatives aimed at combating age discrimination, particularly in rural areas and among small and medium sized enterprises.",Realistic,该句子在语法和语义上都是正确的。句子结构清晰，主语是'The project'，谓语是'takes into account'，宾语是'various initiatives'，定语是'aimed at combating age discrimination'，并且有适当的状语'particularly in rural areas and among small and medium sized enterprises'来提供额外的信息。句子表达的意思是项目也考虑了旨在特别是在农村地区和小中型企业中对抗年龄歧视的各种举措，这符合常识，没有语法错误。,20,0
"But C.J.B. Marshall , vicar of a nearby church , feels the fault is in the stairs from the bell tower that are located next to the altar .","But C.J.B. Marshall, the vicar of a nearby church, strongly feels that the fault lies in the stairs from the bell tower, which are conveniently located right next to the altar.",Realistic,这句话在语法和语义上都是正确的。主语C.J.B. Marshall是句子的焦点，谓语动词'feels'正确地表达了主语的观点。从句'the vicar of a nearby church'提供了主语的身份信息，而定语从句'which are conveniently located right next to the altar'正确描述了楼梯的位置。整个句子没有语法错误，也没有违反常识。,30,0
This being typed in a standing position .,This is typed carefully in a standing position.,Grammatical error,句子的语法结构不正确。通常来说，描述动作的进行方式应该使用副词或者状语，而在这里使用'in a standing position'作为状语并不恰当。正确的表达应该是'typed carefully while standing'或者'typed carefully in a standing posture'。,8,1
"This notion of immigration being a burden and a problem , may be an electoral asset , but it is economically very costly .","This widespread notion of immigration being perceived as a significant burden and a major problem, may indeed be a political asset, but it is economically extremely costly.",Realistic,这个句子的语法结构是正确的，使用了复杂的从句和正确的时态。句子的意思是说，虽然普遍认为移民是一个重大的负担和问题，这可能是一个政治资产，但从经济角度来看，成本非常高。这个句子没有明显的语法错误，也没有违反常识。,24,0
"Now he recalled it very clearly , and wondered what the truck driver had seen in those eyes to make him back off .","Now he vividly recalled it, and pondered what the truck driver had actually seen in those eyes to make him back off.",Realistic,这句话在语法和语义上都是正确的。使用了正确的时态，句子结构清晰，并且表达了明确的意思。,24,0
The damage brought about to the principles of the sport by these actions is not as much ethical as aesthetic .,The considerable damage brought about to the fundamental principles of the sport by these specific actions is not as much ethical as aesthetic.,Realistic,这句话在语法和语义上都是正确的。句子使用了比较级结构来对比两个概念（伦理和美学），并且表达了一个观点，即这些特定行为对运动的基本原则造成的损害更多是美学上的而不是伦理上的。句子结构清晰，没有明显的语法错误，也没有违反常识。,21,0
Your comments implied we had discovered that the `` principal cause `` of homelessness is to be found in the large numbers of mentally ill and substance-abusing people in the homeless population .,Your thoughtful comments implied that we had eventually discovered that the primary cause of homelessness can actually be found in the large numbers of mentally ill and substance-abusing individuals within the homeless population.,Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和语态，表达了评论中暗示了无家可归问题的主要原因与无家可归人口中的精神疾病和药物滥用者数量有关。这个句子没有明显的语法错误，也没有违反常识。,33,0
"Seven American companies had paid to participate in the second auction , which began Friday .","Seven American companies had eagerly paid to participate in the second auction, which officially began on Friday.",Realistic,该句子在语法和语义上都是正确的。使用了正确的时态，句子结构清晰，表达了一个合理的情境。,16,0
None of the scams show much ingenuity : Auditors found crookery the first day on the job .,None of the scams show even a hint of ingenuity: Auditors found crookery on their very first day on the job.,Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和词汇表达了审计员在第一天工作时就发现了欺骗行为，没有出现语法错误，也没有违反常识。,18,0
The first is Latin America 's fairly sunny mood .,The first is Latin America's generally quite sunny mood.,Realistic,该句子在语法和语义上都是正确的。主语是'The first'，可能指的是一系列项目或观察中的第一个。谓语是'is'，其后跟着表语'Latin America's generally quite sunny mood'，描述了拉丁美洲通常相当乐观的情绪。整个句子结构完整，表达清晰，没有语法错误，也没有违反常识。,10,0
"With the future economic trajectory of the world 's major powers at stake , fault lines have erupted both within the developing world and between the industrial world and emerging economies .","With the future economic trajectory of the world's major powers hanging in the balance, fault lines have erupted not only within the developing world but also between the industrial world and emerging economies.",Realistic,该句子在语法和语义上都是正确的。使用了合适的时态和词汇来表达世界经济大国未来经济走向的不确定性，同时描述了发展中国家、工业世界与新兴经济体之间的分歧。句子结构清晰，没有语法错误，且表达的意思符合现实情况。,32,0
11:59 p.m .,"Just before midnight, at 11:59 p.m.",Grammatical error,句子中「Just before midnight」与「at 11:59 p.m.」表达了相同的意思，造成了重复。在英语中，通常不会这样重复表达同一时间概念。,3,1
"The scientists say that since breast cancer often strikes multiple members of certain families , the gene , when inherited in a damaged form , may predispose women to the cancer .","The scientists claim that breast cancer frequently strikes multiple members of certain families, suggesting that the gene, when inherited in its damaged form, may particularly predispose women to the cancer.",Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和语态，句子结构清晰，表达了一个科学上的观察和假设，即乳腺癌在某些家族中频繁发生，暗示了基因的受损形式遗传可能导致女性特别容易患上癌症。这个句子没有语法错误，也没有违反常识。,32,0
"Bribe by bribe , Mr. Sternberg and his co-author , Matthew C. Harrison Jr. , lead us along the path Wedtech traveled , from its inception as a small manufacturing company to the status of full-fledged defense contractor , entrusted with the task of producing vital equipment for the Army and Navy .","Bribe by bribe, Mr. Sternberg and his co-author, Matthew C. Harrison Jr., meticulously lead us along the well-trodden path Wedtech had traveled, from its humble inception as a minor manufacturing company to its elevated status as a full-fledged defense contractor, securely entrusted with the crucial task of producing essential equipment for the Army and Navy.",Realistic,这句话在语法和语义上都是正确的。它使用了复杂的句式结构，描述了Sternberg先生和Harrison先生带领读者了解Wedtech公司的发展历程。句子使用了恰当的时态和语态，并且没有违反常识。,53,0
"So that , by passing rounds , it is not so clear that it is an advantage .","So that, by passing additional rounds, it is not entirely clear that it is a significant advantage.",Grammatical error,这个句子的结构不清晰，使用了“So that”引导的从句，但没有明确的主语和动作。此外，‘it is not entirely clear that’后面应该接一个明确的陈述，但这里的‘it is a significant advantage’缺乏足够的上下文来表明它指的是什么。这个句子需要重构以改善语法和清晰度。,18,1
"Artur Runge-Metzger , who heads international climate negotiations on behalf of the European Commission , said the push by small island nations has `` put political pressure on the entire political process , '' in part because they are now unified and demanding action from emerging economies such as China and India .","Artur Runge-Metzger, who leads the international climate negotiations on behalf of the European Commission, has stated that the determined push by small island nations has significantly `` put political pressure on the entire negotiation process, '' partly due to their newfound unity in demanding concrete action from major emerging economies like China and India.",Realistic,该句子在语法和语义上都是正确的。句子结构清晰，使用了恰当的定语从句和引语，表达了小岛屿国家通过团结一致给包括中国和印度在内的新兴经济体施加政治压力，从而影响了整个谈判过程的情况。没有发现语法错误，也没有违背常识。,53,0
So you thought I did n't mean what I said .,So you actually thought I did n't really mean what I said.,Realistic,这句话在语法上是正确的，使用了过去时态的否定形式，表达了说话者对对方想法的疑问，语义上表达了对方可能误解了说话者的意图。,11,0
"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","And the primary reason we categorically do not want to do so is that truly effective education would necessarily require us to relinquish certain deeply cherished metaphysical beliefs regarding human nature as a whole and the human nature of young people specifically, as well as to potentially violate certain long-cherished vested interests.",Realistic,该句子在语法和语义上都是正确的。它使用了复杂的结构来表达一个观点，但这在英语中是可接受的，尤其是在正式的书面表达中。句子表达了对于实施真正有效教育可能需要放弃某些深信不疑的关于人性的观点和可能触犯某些长期珍视的既得利益的担忧，这在语义上是连贯的，并不违反常识。,45,0
Deutsche Bank pays multi-million pound fine in the USA,Deutsche Bank reportedly pays a substantial multi-million pound fine in the USA,Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态，并且表达了一个符合逻辑和常识的事件，即德意志银行在美国支付了一大笔数百万英镑的罚款。,9,0
"The quake knocked The Well out for six hours , but when it came back up , it teemed with emotional first-hand reports .","The powerful quake knocked The Well out of operation for a full six hours, but when it finally came back online, it was immediately teeming with emotional first-hand reports.",Realistic,这句话在语法和语义上都是正确的。'The powerful quake'作为主语，'knocked'是谓语动词，描述了地震导致'The Well'停止运作六小时。'when it finally came back online'是一个时间状语从句，描述了'The Well'重新开始运作的情景，'it was immediately teeming with emotional first-hand reports'表明网站一恢复就充满了情感丰富的第一手报告，语义上符合逻辑，没有违背常识。,24,0
The deletion Dr. Vogelstein found was in exactly the same spot as p53 .,The deletion that Dr. Vogelstein discovered was located in precisely the same spot as p53.,Realistic,这句话在语法和语义上都是正确的。主语'The deletion'和动词'was located'搭配合理，描述了Dr. Vogelstein发现的删除位置与p53在同一位置。这个句子没有明显的语法错误，也没有违反常识。,14,0
How has Cerenia been studied ?,How extensively has Cerenia been studied?,Realistic,这句话在语法上是正确的，使用了正确的时态和形式来询问关于Cerenia的研究程度。在语义上，这是一个合理的提问，因为Cerenia可能是一个药物、地点或研究对象，询问其研究程度是符合逻辑的。,6,0
"Coming home from work , he was startled to see a police car parked in front of the apartment building .","Coming home wearily from work, he was startled to see a police car parked right in front of the apartment building.",Realistic,这句话在语法和语义上都是正确的。使用了现在分词短语「Coming home wearily from work」作为状语来描述主语「he」的状态，并且主句「he was startled to see a police car parked right in front of the apartment building」表达了完整的语义，没有语法错误，也没有违反常识。,21,0
"Brazil 's strong economic performance and the popularity of its outgoing president , Luiz Inácio Lula da Silva , is reflected in a widely shared sense of progress .","Brazil's consistently strong economic performance and the widespread popularity of its outgoing president, Luiz Inácio Lula da Silva, is clearly reflected in a broadly shared sense of ongoing progress.",Realistic,"该句子在语法和语义上都是正确的。主语'Brazil's consistently strong economic performance and the widespread popularity of its outgoing president, Luiz Inácio Lula da Silva'是复合结构，指代巴西的持续强劲的经济表现和前总统卢拉广泛的受欢迎程度。谓语动词'is clearly reflected'在主语是两个并列成分时，采用了就近原则，与离它最近的主语部分'popularity of its outgoing president'保持一致。句子表达了巴西经济和政治领导人的受欢迎程度如何在人们的普遍进步感中得到体现，这符合常识。",29,0
"Once inside his apartment , he poured a drink with trembling hands and flopped limply in a chair .","Once safely inside his apartment, he slowly poured a drink with trembling hands and flopped exhaustedly in a chair.",Realistic,这句话在语法和语义上都是正确的。它描述了一个人安全到达他的公寓后，用颤抖的手慢慢地倒了一杯饮料，并且筋疲力尽地倒在了椅子上。句子结构完整，使用了合适的动词和副词来描述动作和状态。,19,0
"The research was supported by NASA , the Department of Energy and the National Institutes of Health .","The research, which was conducted under the auspices of NASA, was also supported by the Department of Energy and the National Institutes of Health.",Realistic,该句子在语法和语义上都是正确的。使用了正确的从句结构，关系代词which引导的非限制性定语从句提供了额外信息，并未改变主句的意思。同时，该句表达了多个机构支持某项研究的实际情况，符合常识。,18,0
"In a report out last week , John Minna and colleagues at the National Cancer Institute say that about half the cells taken from lung cancer tissue they tested are missing this gene .","In a report released last week, John Minna and colleagues at the National Cancer Institute reportedly say that approximately half of the cells sampled from lung cancer tissue they examined are found to be missing this gene.",Realistic,该句子在语法和语义上都是正确的。主语是John Minna和他的同事们，谓语动词是'say'，宾语是'that'引导的宾语从句，从句中描述了他们的研究报告内容。句子使用了正确的时态和语态，并且没有违背常识。,34,0
"Actually , he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them .","Actually, he deeply regretted having opened his mouth as the truck suddenly came to a stop and the irate driver abruptly jumped down from the cab, striding purposefully back toward them.",Realistic,这句话在语法和语义上都是正确的。使用了正确的时态和词汇来表达情境，没有明显的语法错误，也没有违反常识。,30,0
What is Alimta ?,What exactly is Alimta?,Realistic,句子结构正确，是一个疑问句，询问Alimta确切是什么，语法和语义都没有问题。,4,0
"Then as things got rougher , we ran for the door and spent the next few minutes outside watching the brick sidewalk under our feet oozing up and down , and the flowers waving in an eerie rhythm .","Then as things gradually got rougher, we swiftly ran for the nearby door and spent the following few minutes outside intently watching the brick sidewalk beneath our feet oozing up and down, while the flowers rhythmically waved in an eerie, mesmerizing rhythm.",Realistic,这句话在语法和语义上都是正确的。句子使用了形象生动的语言来描述场景，‘got rougher’表达了情况逐渐变糟，‘swiftly ran’和‘intently watching’描述了动作的迅速和专注。‘oozing up and down’和‘flowers rhythmically waved’用比喻的手法描述了地面的动态和周围花朵的异常动作，这些描述虽然可能有些夸张，但并不违背常识，可以作为一种文学表达手法。,39,0
Their commitment to `` creativity `` can not survive adolescent illiteracy .,Their unwavering commitment to genuine creativity cannot easily survive the challenges of adolescent illiteracy.,Realistic,这句话在语法和语义上都是正确的。'Their unwavering commitment to genuine creativity' 是主语，'cannot easily survive' 是谓语，表达了他们对于真正创造力的坚定承诺在青少年文盲的挑战面前可能难以维持。整个句子结构清晰，没有语法错误，且语义表达符合逻辑。,12,0
"Then , a scientific team led by molecular geneticist Webster Cavenee , then at the University of Utah , found the answer .","Then, a scientific team, led by the renowned molecular geneticist Webster Cavenee, based at the University of Utah at the time, ultimately found the answer.",Realistic,这句话在语法和语义上都是正确的。它使用了过去时态，正确地描述了一个由著名分子遗传学家Webster Cavenee领导的科学团队在某个时间点上的发现。句子结构清晰，没有语法错误，且内容符合常识。,23,0
"Either copy can make the proteins needed to control cell growth , so for cancer to arise , both copies must be impaired .","Either of these copies can potentially make the proteins necessary to regulate cell growth, thus for cancer to develop, both copies must become impaired.",Realistic,这句话在语法和语义上都是正确的。它使用了either...or的结构来表示两个选项中的任意一个，说明了两个副本对于调节细胞生长所需的蛋白质的生成能力。句子的后半部分表达了癌症发展的条件，即两个副本都必须出现问题。这符合生物学上的常识，即某些基因的两种副本都需要受损才能导致疾病的发展。,24,0
Piecewise is the way we can define conditional operations in kalgebra .,Piecewise is the convenient way we can define conditional operations in kalgebra.,Grammatical error,‘Piecewise’ 应该是一个形容词或副词，但在这里它被当作名词使用。此外，句子中的 ‘is the convenient way’ 应该是 ‘is a convenient way’，因为 ‘way’ 是可数名词，需要不定冠词。最后，‘we can define’ 可以更自然地表达为 ‘we define’。,12,1
What they wo n't tell you is not to go aloft in anything you do n't want to get wet .,What they stubbornly wo n't tell you is not to go foolishly aloft in anything you do n't want to get soaking wet .,Realistic,这句话在语法和语义上都是正确的。句子使用了强调句型，通过使用'wo n't'表达了强烈的否定意愿，告诉听话者不要顽固地去做某事（即不要愚蠢地去做某事）。此外，短语'go foolishly aloft'可以理解为轻率地行动，而'in anything you do n't want to get soaking wet'则说明了行动的后果，整个句子表达了一个合理的建议。,21,0
"The NCUA chairman , Debbie Matz , welcomed the responsiveness of the two banks .","The NCUA chairman, Debbie Matz, warmly welcomed the responsiveness of the two banks.",Realistic,"该句子语法正确，主语为'The NCUA chairman, Debbie Matz'，谓语动词为'welcomed'，并且使用了副词'warmly'来描述欢迎的态度。'the responsiveness of the two banks'作为宾语，表达了被欢迎的对象。整个句子语义上也没有问题，符合常识和表达习惯。",15,0
It was the most exercise we 'd had all morning and it was followed by our driving immediately to the nearest watering hole .,It was the most intense exercise we 'd had all morning and it was promptly followed by our subsequent driving to the nearest watering hole .,Realistic,这句话在语法和语义上都是正确的。句子使用了过去完成时态，表达了之前发生的动作。'It was the most intense exercise we'd had all morning' 描述了一个过去的事件，并且 'promptly followed by our subsequent driving to the nearest watering hole' 正确地表达了在那个事件之后紧接着发生的动作。整个句子没有明显的语法错误，也没有违反常识。,24,0
He went back to work Monday .,He went back to work on that Monday.,Realistic,句子结构完整，语法正确，表达的意义符合常理。,7,0
Ctrl S Save Log,Ctrl S to promptly Save the Log,Realistic,这是一个命令句，通常在计算机操作中使用，以指示用户按下Ctrl键和S键来保存日志文件。在语法上，它使用了正确的动词和名词形式，并且在计算机操作的上下文中语义清晰。虽然它不符合传统句子的结构，但作为命令行提示，它是合理且常见的。,4,0
11:54 p.m .,It is 11:54 p.m. right now.,Realistic,句子使用了正确的时间表达方式，语法结构也正确。,3,0
"The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .","The United States is definitely not going to do a deal without the major developing countries actively stepping up and taking decisive action, said Stern, who also complained that the current text did not adequately ensure the cuts could be independently verified by outside observers.",Realistic,这句话在语法和语义上都是正确的。主语是'Stern'，他在表达一个观点，使用了正确的时态和语态。句子中提到了美国不会在发展中国家不积极参与并采取决定性行动的情况下达成协议，这与常识相符。同时，后半句提到了对当前文本的抱怨，也符合语法规则，指出了文本未能充分确保减排可以被外部观察者独立验证。,46,0
"Second , it explains why voters hold Congress in disdain but generally love their own congressional representatives : Any individual legislator 's constituents appreciate the specific benefits that the legislator wins for them but not the overall cost associated with every other legislator doing likewise for his own constituency .","Second, it effectively explains why voters hold Congress in such disdain yet generally have a fondness for their own individual congressional representatives: The constituents of any given legislator genuinely appreciate the particular benefits that the legislator secures for them, while remaining oblivious to the overall cost that comes with every other legislator doing the same for their respective constituencies.",Realistic,该句子在语法和语义上都是正确的。它使用了复合句结构，合理地表达了选民对国会整体的轻视与他们对自己个别国会代表的好感之间的矛盾。句子中的从句和主句逻辑清晰，没有语法错误，且内容符合常识，没有违背逻辑常理。,50,0
"Researchers in Edinburgh , Scotland , have found that in 23 of 38 breast tumors , one copy of chromosome 17 was mutated at the spot where gene p53 lies .","Researchers in Edinburgh, Scotland, have recently found that in 23 out of 38 breast tumors, a single copy of chromosome 17 was mutated precisely at the location where the gene p53 resides.",Realistic,这句话在语法和语义上都是正确的。它使用了合适的时态和语态，清晰地表达了研究人员在爱丁堡发现的事实，即38个乳腺癌肿瘤中有23个肿瘤的染色体17上的p53基因位置发生了单一染色体的突变。这个句子没有语法错误，也没有违反常识。,31,0
"We are all fine here , although Mame was extremely freaked .","We are all perfectly fine here, although Mame was extremely freaked out.",Realistic,这句话在语法和语义上都是正确的。'We are all perfectly fine here'表达了所有人目前状态良好，而'albeit'引导的让步状语从句'Mame was extremely freaked out'则说明尽管如此，Mame仍然非常害怕。整个句子结构合理，没有语法错误，也没有违反常识。,12,0
Alimta increased the survival time of patients with malignant pleural mesothelioma .,"Significantly, Alimta increased the survival time in patients suffering from malignant pleural mesothelioma.",Realistic,这句话在语法和语义上都是正确的。'Significantly'作为副词修饰整个句子，表明Alimta（一种药物）对恶性胸膜间皮瘤患者的生存时间有显著影响。句子结构完整，没有语法错误，且符合医学研究的表述方式。,12,0
"Treasury 10-year bond yields have grown to 3.540 % against 3.482 % on Tuesday evening , and 30-year bond yields are at 4.497 % against 4.492 % the previous evening .","Treasury 10-year bond yields have modestly grown to 3.540 % compared to the previous 3.482 % on Tuesday evening, while 30-year bond yields now stand at 4.497 % from the earlier 4.492 % the previous evening.",Realistic,该句子在语法和语义上都是正确的。句子描述了国债收益率的变化，使用了恰当的时态和比较结构，没有明显的语法错误，也没有违背常识。,31,0
"In interviews , some journalists said the claim that instant news was more incendiary than reports delivered more slowly was a Luddite view that would make poor court policy governing coverage of future trials .","In numerous interviews, certain journalists claimed that the view that instant news is more incendiary than reports delivered more slowly is a Luddite perspective, which would constitute poor court policy for governing the coverage of upcoming trials.",Realistic,该句子在语法和语义上都是正确的。句子结构清晰，使用了正确的时态和语态，表达了一个合理的观点，没有违反常识。,35,0
