sentence,mut_sentence,check,reason,tokens.num,mut.error
"Maybe suicide , if it looks reasonable .","If it looks reasonable, maybe suicide.",Realistic,这句话的语义不通顺，违背了常识。一般情况下，不会用“如果看起来合理”来暗示“可能是自杀”。这种表达方式在语法上是可行的，但在语义上不合适，因为自杀通常是一个严肃和敏感的话题，不应该用“reasonable”这样轻率的词汇来描述。,8,1
Nausea seems a commonplace symptom .,A commonplace symptom Nausea seems.,Grammatical error,句子的结构不正确。主语和谓语的位置颠倒了，而且'seems'通常不跟在名词后面直接作为谓语。正确的表达应该是'A common symptom is Nausea'或者'Nausea is a common symptom',6,1
"Migrants are also net contributors to social systems , averaging 1 % of the total budgets of European countries .","Also net contributors to social systems are Migrants, averaging 1% of the total budgets of European countries.",Realistic,句中的'result'应该是'contributors are'而不是'contributors to are'，应去掉'to'。另外，'averaging'后面应该接一个具体的数字或范围，而不是百分比的表达方式，如果要表达平均值是总预算的1%，应该使用类似'averaging 1% of the total budget'的表达。,20,1
"Since local benefit-seeking matters more and national policy making matters less in the lower chamber of Congress , this is precisely the pattern one would expect if Republicans are less willing to engage in local benefit-seeking than their Democratic counterparts .","Since in the lower chamber of Congress local benefit-seeking matters more and national policy making matters less, precisely this pattern would one expect if less willing to engage in local benefit-seeking are Republicans than their Democratic counterparts.",Grammatical error,句子的结构复杂且难以理解，存在多处语法错误。首先，'precisely this pattern would one expect' 应该是 'one would expect precisely this pattern'。其次，'if less willing to engage in local benefit-seeking are Republicans than their Democratic counterparts' 应该是 'if Republicans are less willing to engage in local benefit-seeking than their Democratic counterparts'。此外，整个句子过于冗长且结构复杂，导致语义不清。,41,1
Nice if you want to define some libraries or resume some previous work .,"If you want, it would be nice to define some libraries or resume some previous work.",Realistic,这句话在语法和语义上都是正确的。它表达了一种愿望或建议，使用了条件句型（If you want）和表达礼貌愿望的短语（it would be nice to），后面跟着具体的建议内容（define some libraries or resume some previous work）。整个句子结构清晰，意思表达明确，没有语法错误，也不违反常识。,14,0
"`` All this may not be obvious to the public , which is concerned about advances in treatment , but I am convinced this basic research will begin showing results there soon . ``","Not all this may be obvious to the public, which is concerned about advances in treatment, but I am convinced that soon this basic research will begin showing results there.",Realistic,该句子在语法和语义上都是正确的。句子使用了非限定性定语从句（'which is concerned about advances in treatment'），正确地将公众的关注点与作者对基础研究将产生结果的信心相结合。整个句子表达清晰，没有语法错误，也没有违反常识。,34,0
Pete nodded understandingly .,Understandingly nodded Pete.,Grammatical error,这个句子的语法结构不正确。在英语中，副词通常位于动词之后，因此应该使用 'Pete nodded understandingly'。,4,1
"An entirely new band rings today at Great Torrington , several of whom are members of the congregation .","Today rings an entirely new band at Great Torrington, several of whom are members of the congregation.",Realistic,句子的主语和谓语搭配不当，'rings'一般不用来指代一群人，应该使用表示人的动词。另外，'band'一词在这里可能不恰当，如果指的是一群人，应该使用'group'或者'circle'等词。,19,1
"Ivanovic 's players , injured but far from dead , needed to run a couple of plays correctly before they could breathe , and that 's when the machine gun Marza Teletovic arrived , with three almost consecutive three-pointers and the help of English and Ribas , he brought the scoreboard back to a reassuring lead ( 54-67 ) , which the home team managed to narrow down at the end of the third quarter ( 57-67 ) .","Ivanovic 's players, injured but far from dead, needed to run a couple of plays correctly before they could breathe, and that 's when arrived the machine gun Marza Teletovic, with three almost consecutive three-pointers and the help of English and Ribas, bringing the scoreboard back to a reassuring lead (54-67), which the home team managed to narrow down at the end of the third quarter (57-67).",Grammatical error,句中存在一些语法错误。首先，'arrived' 应该是 'arriving' 来修饰 'Marza Teletovic'。其次，'the help of English and Ribas' 表达不清，可能应该是 'with the help of English and Ribas' 或者 'English and Ribas also helping out'。此外，'bringing the scoreboard back to a reassuring lead' 中的 'bringing' 应该与前面的 'with' 保持一致，使用现在分词形式 'bringing'，但考虑到句子结构，这里可能需要重新组织以改善流畅性。,79,1
"It 's hard not to feel that God 's in his heaven with this kind of bird's-eye view of the world , even if your pilote in silly plaid beret kept pointing out how `` belle `` it all was .","Hard it is not to feel that God's in his heaven with this kind of bird's-eye view of the world, even if your pilote in silly plaid beret kept pointing out how 'belle' it all was.",Realistic,句子的结构有些混乱，'Hard it is not to feel' 应该是 'It is hard not to feel'，这是英语中的常见句型。另外，'pilote' 应该是 'pilot'，且 'silly plaid beret' 前面缺少了冠词 'a' 或 'the'。,41,1
"Over 100 participants from the main interest groups attended and debated issues such as the role of key actors including public authorities , social partners , voluntary and community organisations as well as service users .","Over 100 participants from the main interest groups attended and issues such as the role of key actors, including public authorities, social partners, voluntary and community organisations, as well as service users, were debated.",Realistic,该句子在语法和语义上都是正确的。句子结构清晰，主语和谓语搭配得当，使用了正确的时态和语态，并且句意明确，没有违反常识。,36,0
It was the most exercise we 'd had all morning and it was followed by our driving immediately to the nearest watering hole .,"The most exercise we'd had all morning was it, and immediately following was our driving to the nearest watering hole.",Grammatical error,句子的结构不够清晰，使用了不恰当的代词 'it'。另外，'and immediately following was our driving' 这部分语法上也有问题，应该是 'and immediately following that was our driving' 或者其他类似的结构来使句子更加通顺。,24,1
"Robert S. Jenkins Cambridge , Mass .","Cambridge, Mass., Robert S. Jenkins",Grammatical error,这个句子看起来是一个不完整的句子，因为它没有主语和谓语。它可能是一个地址的一部分，但是作为一个独立的句子来看，它缺少了必要的语法成分。,7,1
"However , Pnini and Eidson , the best on their team , did not give up and tried to keep their team alive from the three-point line ( 70-77 ) .","However, not did Pnini and Eidson, the best on their team, give up, and they tried to keep their team alive from the three-point line (70-77).",Realistic,句子中的倒装结构使用不正确。在英语中，当句首出现否定副词如'not'时，通常需要部分倒装，但是这里的主语和助动词的顺序不正确，应该是'did not Pnini and Eidson'。另外，'and they tried to keep their team alive from the three-point line'部分与前面的否定倒装结构连接不够流畅，应该使用分号或者将这部分重新组织成独立的句子。,31,1
It is actually not necessary to know MathML to use kalgebra .,"Actually, it is not necessary to know MathML when using kalgebra.",Realistic,"这句话在语法和语义上都是正确的。'Actually, it is not necessary to know MathML when using kalgebra.'这句话表达的意思是，在使用kalgebra时，了解MathML并非必须，这在实际情境中是可能的，因为可能存在其他方式或工具来完成相关任务。",12,0
Albany escaped embarrassingly unscathed .,Embarrassingly unscathed did Albany escape.,Realistic,句子的语序不正确。在标准英语中，通常动词应该在主语之后，而这个句子的动词‘escape’放在了主语‘Albany’之前，造成了语法错误。正确的语序应该是‘Albany did escape embarrassingly unscathed.’,5,1
You should have told me about her before `` .,"You should have told me about her before, `` should you have.",Grammatical error,"这句话中使用了过去完成时态的倒装结构，但是`` should you have``部分通常不与过去完成时态连用。正确的倒装结构应该是``Had you told me about her before,``或者如果想要表达责备或遗憾，可以说``You should have told me about her before, shouldn't you?``",10,1
"About two-thirds of the Well 's 3,000 subscribers live in the Bay Area .","In the Bay Area live about two-thirds of the Well's 3,000 subscribers.",Realistic,"句中的'in the Bay Area'前缺少了'they'或者'some'等主语，导致句子主语不完整。正确的表达应该是：About two-thirds of Wells' 3,000 subscribers live in the Bay Area.",14,1
It was the first time anyone had showed that the loss of both copies of the same gene could lead to the eruption of a cancer .,The first time was when anyone showed that the loss of both copies of the same gene could lead to the eruption of a cancer.,Grammatical error,句中的'anyone'通常用于指代任一不确定的人，但在这个上下文中应该使用'a person'或'someone'来指代一个具体的人。此外，'the first time'后面通常需要跟一个定语从句，用关系副词'when'引导，但这里缺少了一个主语，应该明确指出是'when someone showed'。,27,1
"According to final closing figures , the Dow Jones Industrial Average has risen by 65.67 points to 10 471.50 points , whereas the NASDAQ , with a technology predominance , fell by 0.55 point to 2 190.31 points .","According to final closing figures, to 10,471.50 points has risen the Dow Jones Industrial Average by 65.67 points, whereas to 2,190.31 points fell the NASDAQ, with a technology predominance, by 0.55 point.",Realistic,"句子的语序不正确。在英语中，通常主语在前，谓语动词在后。此外，'to' 通常不用于表示数量的增加或减少，应该使用 'by'。正确的表达应该是 'The Dow Jones Industrial Average has risen by 65.67 points to 10,471.50 points, whereas the NASDAQ fell by 0.55 point to 2,190.31 points.'",39,1
"But , of course , he remembered now .","But, of course, now he remembered.",Realistic,这个句子在语法上是正确的，使用了转折词'But'来表示与前文内容的变化，并且'memorized'在句子中的使用符合上下文的预期，表达了某人现在回想起了某事。,9,0
Nicolas Sarkozy wished at the start of his mandate to look for missing points of growth `` with the teeth . '',"At the start of his mandate, Nicolas Sarkozy wished to look for with the teeth missing points of growth.",Grammatical error,句子的结构不正确，'look for with the teeth missing points of growth'部分语义不清晰，可能是因为短语搭配错误或是缺少必要的介词。正确的表达应该是明确要寻找的对象以及与牙齿缺失相关的语境。,22,1
"The find is important in the search for life beyond Earth because researchers need to be able to recognize life , to know what life looks like , Anbar said .","Important is the find in the search for life beyond Earth, because researchers need to be able to recognize life, to know what life looks like, Anbar said.",Grammatical error,句子的结构不正确。在这个句子中，'Important' 应该是副词修饰整个句子，但是它被放在了主语的位置。正确的结构应该是 'The find in the search for life beyond Earth is important...'。另外，'to know what life looks like' 可以更流畅地与前面的部分连接，例如使用并列结构。,31,1
"Says Mr. Baldwin , `` We recognize that we may no longer have as high a priority in church life and experience . ``","Mr. Baldwin says, `` That we may no longer have as high a priority in church life and experience we recognize. ''",Realistic,"这个句子的语法结构有些混乱。首先，引用的句子中不应该有逗号分隔``That we may no longer have''和``as high a priority in church life and experience we recognize.'', 这使得句子看起来像是两个独立的想法。其次，``we recognize'' 应该放在一个完整的从句中，以明确它所指的内容。正确的表达可能是：``Mr. Baldwin says, ``We recognize that we may no longer have as high a priority in church life and experience.''",24,1
`` Of course it looked like an accident .,Of course like an accident it looked.,Realistic,句子的结构不正确，主语和谓语之间的关系不清晰，'Of course' 通常用作插入语，但在这里它的用法不太恰当，而且 'like an accident it looked' 这个部分的语序也不符合英语的通常表达方式。正确的表达可能是 'It looked like an accident.',9,1
"They will also tell you that even if you hate heights , you can still balloon .","Even if you hate heights, you can still balloon, they will also tell you.",Realistic,句子的结构不完整，主语和谓语之间的关系不清晰。此外，'they will also tell you'这部分没有明确的主语，并且与前面的句子没有清晰的逻辑联系。,17,1
"The art of change-ringing is peculiar to the English , and , like most English peculiarities , unintelligible to the rest of the world .","Peculiar to the English is the art of change-ringing, and like most English peculiarities, it is unintelligible to the rest of the world.",Realistic,这句话在语法和语义上都是正确的。'Peculiar to the English'表示“对英国人来说是独特的”，'the art of change-ringing'指的是一种英国教堂钟的敲击艺术，'like most English peculiarities'是一个比较，说明这种艺术像英国的其他许多独特事物一样，对世界其他地方的人来说难以理解。整个句子没有语法错误，也没有违反常识。,25,0
My American companion and I were left to ride alfresco in the wicker basket .,Left were my American companion and I to ride alfresco in the wicker basket.,Realistic,句子的结构不正确，主语和谓语之间的关系混乱。正确的句子应该明确表达出谁在做什么。此外，'Left were'这种用法是不标准的，应该是'Left were my American companion and I to ride'这部分需要重新构造。,15,1
"What Gov. Clinton is advocating , in effect , is extending the educational system down to the pre-kindergarten years .","In effect, what Gov. Clinton is advocating is the extension of the educational system down to the pre-kindergarten years.",Realistic,这句话在语法和语义上都是正确的。'In effect' 是一个常用的短语，表示实际上或事实上；'Gov. Clinton' 指的是某个州的州长克林顿；'advocating' 是现在分词作谓语，表示州长正在提倡或支持；'extension of the educational system' 指的是教育系统的扩展；'down to the pre-kindergarten years' 表示扩展到学前几年。整个句子表达了州长克林顿支持将教育系统扩展到学前教育的立场，这在语法和常识上都是合理的。,21,0
The stranger was hooked .,Hooked was the stranger.,Realistic,句子的主谓倒装不恰当。正常语序应为 'The stranger was hooked' 或者 'The stranger hooked'。原句的 'Hooked was the stranger' 语法结构不符合英语语法规则，除非在强调句或特定文学风格中才可能使用。,5,1
"To wit , my maiden voyage and novitiates are referred to as virgins began at dawn on a dew-sodden fairway and ended at noon in a soggy field .","To wit, referred to as virgins began my maiden voyage and novitiates at dawn on a dew-sodden fairway and ended at noon in a soggy field.",Grammatical error,这个句子的结构混乱，使用了不恰当的短语和标点符号。首先，'To wit' 通常用于引出解释或例证，但在这里似乎不合适。'referred to as virgins' 和 'began my maiden voyage' 之间的连接不清，导致句子难以理解。此外，'novitiates at dawn on a dew-sodden fairway' 和 'ended at noon in a soggy field' 也没有很好地连接起来，缺乏清晰的逻辑关系。句子需要重新组织，以提高清晰度和语法正确性。,29,1
"Besides being a `` minority-owned company `` Wedtech was located in the South Bronx , a blighted area , made famous by Jimmy Carter in his 1976 presidential campaign .","Wedtech, besides being a `` minority-owned company, '' was located in the South Bronx, an area blighted, made famous by Jimmy Carter in his 1976 presidential campaign.",Realistic,这句话在语法和语义上都是正确的。句子使用了逗号来提供额外信息，说明了Wedtech公司的两个特点：它是一家「少数族裔拥有的公司」，并且它的位置位于南布朗克斯。这里的语法结构是合理的，因为它使用了过去分词「blighted」来描述南布朗克斯的状态，并且提到了吉米·卡特在1976年总统竞选期间使该地区出名。这些信息都是连贯的，并不违反常识。,30,0
"Either copy can make the proteins needed to control cell growth , so for cancer to arise , both copies must be impaired .","Either the proteins needed to control cell growth can be made by copy, so for cancer to arise, both impaired must be copies.",Grammatical error,句子的结构不清晰，使用了错误的词汇和语法结构。正确的表达应该是说明蛋白质复制和癌症发生之间的关系，但这里的表达方式使得句子难以理解。此外，'copy'应该用复数形式'copies'，并且需要更明确的表达来说明哪些副本受损。,24,1
The deletion Dr. Vogelstein found was in exactly the same spot as p53 .,In exactly the same spot as p53 was the deletion Dr. Vogelstein found.,Realistic,句子的结构不清晰，使用了不恰当的词汇和语法结构。应该使用更加明确的方式来表达p53的缺失位置与Dr. Vogelstein的发现之间的关系。例如，可以重写为：'Dr. Vogelstein found the deletion in the exact same spot as p53.',14,1
"Another women wrote from Sheffield to say that in her 60 years of ringing , `` I have never known a lady to faint in the belfry .","From Sheffield, another woman wrote to say that in her 60 years of ringing, `` never have I known a lady to faint in the belfry.",Realistic,这句话在语法和语义上都是正确的。使用了倒装句型来强调否定情况，这在英语中是常见的表达方式。句子表达了一个女性在60年的敲钟经历中，从未遇到过女士在钟楼里晕倒的情况。这并不违反常识，而是描述了一个个人的经历。,28,0
"I have based the syntax basically on common sense , it should not be hard for anyone .","Based basically on common sense, the syntax has been by me, and it should not be hard for anyone.",Grammatical error,句子的结构不正确，使用了不恰当的被动语态，以及不清晰的表达。正确的表达应该是直接说明是基于常识，而不是使用被动语态的「has been by me」，这让人难以理解句子的真正意图。另外，「Based basically on common sense」也不太自然，通常我们会说「Based on common sense」或者「Basically based on common sense」,18,1
The house just settled right down into the ground .,Right down into the ground just settled the house.,Grammatical error,句子的结构不正确，'Right down into the ground' 和 'just settled the house' 之间的逻辑关系不清晰，导致句子难以理解。正确的表达应该是 'The house settled right down into the ground.',10,1
"Needless to say , it was an interesting first session !","Needless to say, an interesting first session it was!",Realistic,这句话使用了倒装语序，这在英语中是表达强调的一种常见方式。句中的「Needless to say」表明接下来的内容是显而易见的，「an interesting first session it was」是倒装句，正常语序应为「it was an interesting first session」，但在此处倒装用来强调这个会话是多么有趣。语法和语义上都是正确的。,11,0
"`` It does suggest that that there could be other ways to form life , not just how life formed on early Earth , '' said Foster , who was not part of Wolfe-Simon 's research team .","That there could be other ways to form life, not just how life formed on early Earth, it does suggest, '' said Foster, who was not part of Wolfe-Simon's research team.",Realistic,"这句话在语法和语义上都是正确的。句子使用了宾语从句（“That there could be other ways to form life, not just how life formed on early Earth”）作为主句（“it does suggest”）的宾语，并且使用了非限制性定语从句（“who was not part of Wolfe-Simon's research team”）来描述Foster。整个句子结构清晰，表达的意思是合理的，没有违反常识。",38,0
"They are inevitably inclined to echo the conventional pap , since this is the least controversial option that is open to them .","Inevitably inclined are they to echo the conventional pap, since the least controversial option open to them is this.",Realistic,句子的语序不正确。在英语中，通常主语和谓语动词的顺序是“主语-谓语-宾语”，而这个句子的结构是倒装的，这种倒装在实际使用中较少见，且在这个句子中并不合适。另外，'are they' 应该是 'they are'，'echo the conventional pap' 这个短语也可能让人感到困惑，因为 'pap' 通常指无聊或无价值的话语，但这个用法不是错误，只是语境上可能较为生僻。,23,1
"This notion of immigration being a burden and a problem , may be an electoral asset , but it is economically very costly .","This notion of immigration as a burden and a problem may be an electoral asset, but very costly is it economically.",Grammatical error,句子的语序不正确。在英语中，副词通常位于助动词和主要动词之间。正确的语序应该是'It is very costly economically'，而不是'very costly is it economically'。,24,1
A friend of mine was in an underground computer center in downtown SF when the quake hit .,"In an underground computer center in downtown SF, a friend of mine was when the quake hit.",Realistic,"句子缺少主语的动作部分，导致不完整。正确的句子应该包含一个动词来描述主语在地震发生时的状态或行为。例如，应该是 'In an underground computer center in downtown SF, a friend of mine was working when the quake hit.'",18,1
"Some of the jurors have said they were horrified by the photographs of the victims , Jennifer Hawke-Petit , 48 , and her daughters , Hayley , 17 , and Michaela , 11 .","Some of the jurors have said they were horrified by the photographs of the victims, Jennifer Hawke-Petit, 48, and her daughters, Hayley, 17, and Michaela, 11, by which they were.",Realistic,句子结构混乱，使用了不恰当的定语从句。其中，'by which they were'这一部分没有明确指代，也没有合理的语法功能，造成了语义不清。正确的表达应该明确指出这些照片让陪审员感到恐惧，并避免使用不清晰的结构。,34,1
"If these assumptions hold , voters in races for Congress face what in economic theory is called a prisoner 's dilemma and have an incentive , at the margin , to lean Democratic .","If these assumptions hold, what voters in races for Congress face is what in economic theory is called a prisoner's dilemma, and at the margin, they have an incentive to lean Democratic.",Realistic,"这句话在语法和语义上都是正确的。句子结构清晰，使用了正确的时态和语态，表达了一个假设情况下的逻辑推论。'prisoner's dilemma'是经济学理论中的一个术语，这里用来比喻国会选举中选民面临的情况，语义上没有问题。同时，'at the margin, they have an incentive to lean Democratic'也是经济学中的表达，说明了在边际上选民有倾向于支持民主党的动机，这在语境上是一致的。",34,0
"Then , a scientific team led by molecular geneticist Webster Cavenee , then at the University of Utah , found the answer .","Then the answer was found by a scientific team led by the molecular geneticist Webster Cavenee, then at the University of Utah.",Realistic,这句话在语法和语义上都是正确的。使用了过去分词短语「led by the molecular geneticist Webster Cavenee」来修饰「a scientific team」，并且「then at the University of Utah」提供了额外的时间背景信息，说明Webster Cavenee在那时是在犹他大学的。整个句子结构清晰，表达明确，没有违反常识。,23,0
Their report galvanized other molecular biologists .,Other molecular biologists were galvanized by their report.,Realistic,该句子在语法和语义上都是正确的。'galvanized'作为动词，意味着“激励”或“激发”，通常用于描述某种报告、事件或发现给人们带来的影响，符合上下文中其他分子生物学家被某份报告所激励的情景。,7,0
Potential candidates may be discouraged from running less by the congressional salary than by the prospect of defeat at the hands of a Democratic opponent .,Less may potential candidates be discouraged from running by the congressional salary than by the prospect of defeat at the hands of a Democratic opponent.,Realistic,句子的结构不正确，使用了错误的倒装结构。在这个句子中，应该使用标准的陈述句语序，而不是倒装语序。正确的表达方式可能是：'Fewer potential candidates may be discouraged from running by the congressional salary than by the prospect of defeat at the hands of a Democratic opponent.',26,1
We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .,Confident we feel that the Chinese company will be on par with its competitors and its commitments towards Iraq it will deliver.,Realistic,句子的结构不正确，'Confident we feel' 应该是 'We feel confident'。另外，'and its commitments towards Iraq it will deliver' 这部分句子的结构也很混乱，应该是 'and its commitments to deliver to Iraq' 或者其他类似的结构来使语义更加清晰。,23,1
A woman in a three-story apartment was able to walk out the window of the third floor onto street level after the quake .,"A woman in a three-story apartment, after the quake, was able to walk out of the window on the third floor onto street level.",Realistic,一般来说，三楼的窗户不可能直接通到街道水平，这违反了常识和建筑常规。此外，即使在地震后，从三楼窗户走到街道在物理上也是不可能的。,24,1
On the side of Costa Rica only one of 22 called players reached 50 games .,Only one of the 22 called players on the side of Costa Rica reached 50 games.,Realistic,这句话在语法和语义上都是正确的。'Only one of the 22 called players'指出了在22名被召唤的球员中只有一名，'on the side of Costa Rica'说明了这名球员属于哥斯达黎加队，而'reached 50 games'表明这名球员达到了50场比赛的里程碑。整个句子没有语法错误，也没有违反常识。,16,0
It 's hard to believe this really is happening .,Hard it is to believe this really is happening.,Realistic,句子的词序不正确。在英语中，形容词通常位于名词之前，而这里的形容词'hard'放在了句子的开头，这不是标准的英语句子结构。正确的词序应该是'It is hard to believe this is really happening.',10,1
Phil shrugged and ignored him .,Phil shrugged and him ignored.,Realistic,句中的'and him ignored'语法不正确，应该使用'and ignored him'或者'and he was ignored'。,6,1
"3 -RRB- Republican congressional representatives , because of their belief in a minimalist state , are less willing to engage in local benefit-seeking than are Democratic members of Congress .","Because of their belief in a minimalist state, Republican congressional representatives are less willing to engage in local benefit-seeking than are Democratic members of Congress.",Realistic,这句话在语法和语义上都是正确的。它使用了比较级形式来对比共和党和民主党国会议员在寻求地方利益方面的意愿。句子结构清晰，表达了一个合理的观点，没有违反常识或语法规则。,30,0
"But in Epinal , a gray 16th-century river town adjacent to France 's Vosges mountain region , none of these Yankee-come-lately enthusiasms for things aloft was evident .","But in Epinal, a gray 16th-century river town adjacent to France's Vosges mountain region, was evident none of these Yankee-come-lately enthusiasms for things aloft.",Realistic,句子的结构不正确，主语和谓语之间的关系混乱。正确的句子应该有明确的主语和谓语，并且表达清晰。此外，'Yankee-come-lately' 这个短语在这里的使用也不太恰当，应该是 'Yankee' 或 'Yankee newcomers'。,28,1
"History , after all , is not on his side .","After all, history is not on his side.",Realistic,这句话在语法和语义上都是正确的。'After all' 是一个用于表示总结或理由的短语，'history is not on his side' 意味着历史对他不利，这在语义上是通顺的，语法上也符合标准。,11,0
Piecewise is the way we can define conditional operations in kalgebra .,Piecewise is the way in kalgebra we can define conditional operations.,Realistic,句中的'Piecewise'应该首字母大写以外，其他字母小写；另外，'is the way in kalgebra'表达不清晰，应该使用更常见的表达方式，如'is a method in algebra'或'in calculus we can define piecewise functions to represent conditional operations'。,12,1
"They may not be among the `` best and brightest `` of their generation -- there are very few such people , by definition .","Not among the best and brightest of their generation may they be -- by definition, there are very few such people.",Realistic,"句子的结构较为复杂，使用了倒装句，但在这里不太恰当。通常倒装用于强调，但这里使用后使得句子读起来不自然。另外，'by definition' 通常用于解释或定义某个概念，但在这里它与前面的部分没有很好的连接。正确的表达应该是直接陈述这个事实，例如：'They may not be among the best and brightest of their generation, as by definition, there are very few such people.'",25,1
"`` The sound of bells is a net to draw people into the church , `` he says .","A net to draw people into the church is the sound of bells, he says.",Realistic,这句话在语法和语义上都是正确的。主语是'A net to draw people into the church'，谓语是'is'，宾语是'the sound of bells'。句子的意思是说，吸引人们进入教堂的方式之一是钟声，这是一个合理的比喻，并不违反常识。,19,0
More disadvantages,More disadvantages there are.,Realistic,句子的结构不正确。正确的表达应该是'There are more disadvantages.'，使用'There is'或'There are'结构来表示存在，而不是直接将more放在句首。,2,1
"The microbe does grow better on phosphorus , but showing that it can live with arsenic instead raises the possibility that a life form using arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic is more common .","Better on phosphorus does the microbe grow, but that it can live with arsenic instead shows, raising the possibility that a life form using arsenic could naturally occur, either elsewhere on Earth or on another planet or moon where arsenic is more common.",Realistic,"句子的结构较为混乱，使用了不恰当的倒装结构。正常语序应该是「The microbe grows better on phosphorus, but it can live with arsenic instead, which shows the possibility that a life form using arsenic could naturally occur elsewhere on Earth or on another planet or moon where arsenic is more common.""。原句中的「Better on phosphorus does the microbe grow」是一个不自然的倒装，而且「shows」后面应该使用宾语从句或非限制性定语从句来更清晰地表达其意思。",46,1
I still say do n't look down .,I still say not to look down.,Realistic,这句话在语法上是正确的，'say not to look down'意味着建议不要轻视或小看某人或某事，语义上也是通顺的。,8,0
"Choose 203 business executives , including , perhaps , someone from your own staff , and put them out on the streets , to be deprived for one month of their homes , families and income .","Chosen are 203 business executives, including, perhaps, someone from your own staff, and put out on the streets are they to be deprived for one month of their homes, families, and income.",Realistic,句子的结构较为混乱，使用了不恰当的被动语态。正确的句子应该有更清晰的主谓宾结构，并且避免在被动语态中使用两个不同的动词（'chosen' 和 'put out'），除非有明确的需要强调这种被动状态。此外，'and put out on the streets are they to be deprived' 这部分句子的结构也显得累赘和不通顺。,37,1
"At first , we were unfazed .","At first, unfazed were we.",Realistic,句子的语序不正确。在英语中，通常主语应该在谓语之前。正确的表达应该是'We were unfazed at first.',7,1
