sentence,mut_sentence,check,reason,tokens.num,mut.error
"Part of the debate arisen in the related case is caused by the fact that has been carried out by team of the Real Madrid organization ( that in its hymn presumes of nobility and honor , and that has fined its players for analogous acts ) and by the dramatization orchestrated , apparently , by Mourinho , who adds one more to his expanded history of histrionic and provoking technician .","Part of the debate arising in the related case is caused by the fact that is being carried out by the team of the Real Madrid organization ( that in its hymn presumes nobility and honor , and that fines its players for analogous acts ) and by the dramatization apparently orchestrated by Mourinho , who adds one more to his expanding history of histrionic and provoking technicians .",Grammatical error,这个句子的语法结构复杂且混乱。首先，'that is being carried out by the team of the Real Madrid organization' 这个从句的主语缺失，应该明确指出是什么案例或辩论正在被实施。其次，'that in its hymn presumes nobility and honor' 和 'that fines its players for analogous acts' 这两个从句的主语不明确，它们看起来像是修饰 'team of the Real Madrid organization' 的，但是语法结构上并不清晰。此外，'who adds one more to his expanding history of histrionic and provoking technicians' 这个从句中，'adds one more to his expanding history' 这个短语在语义上不太清晰，应该明确指出添加的是什么。整个句子应该重新组织结构以提高清晰度和准确性。,72,1
"The find is important in the search for life beyond Earth because researchers need to be able to recognize life , to know what life looks like , Anbar said .","The finding is important in the search for life beyond Earth because researchers need to be able to recognize life, to know what life looks like, Anbar says.",Realistic,这句话在语法和语义上都是正确的。主语是'The finding'，谓语是'is important'，并且因为它后面跟着原因状语从句（'because researchers need to...'），所以整体上句子结构清晰，意义明确。此外，句子的内容也符合常识，因为在外星生命搜索的研究中，确实需要研究者能够识别生命迹象。,31,0
"The day the Supreme Court gathered behind closed doors to consider the politically divisive question of whether it would hear a challenge to President Obama 's healthcare law , two of its justices , Antonin Scalia and Clarence Thomas , were feted at a dinner sponsored by the law firm that will argue the case before the high court .","The day the Supreme Court is gathering behind closed doors to consider the politically divisive question of whether it will hear a challenge to President Obama's healthcare law, two of its justices, Antonin Scalia and Clarence Thomas, are being feted at a dinner sponsored by the law firm that will argue the case before the high court.",Realistic,该句子在语法和语义上都是正确的。它使用了复杂的结构来描述一个具体的事件，其中包含了时间、地点、参与者和相关背景信息。句子中的时态、主谓一致以及从句的使用都是恰当的，没有违反常识或逻辑上的不合理之处。,60,0
"When Alimta is given with cisplatin , an anti-emetic medicine ( to prevent vomiting ) and fluids ( to prevent dehydration ) should also be given before or after the cisplatin dose .","When Alimta was given with cisplatin, an anti-emetic medicine (to prevent vomiting) and fluids (to prevent dehydration) were also given before or after the cisplatin dose.",Realistic,该句子在语法和语义上都是正确的。使用了正确的时态，句子结构清晰，并且提供了合理的医疗信息。,33,0
Is immigration a burden or an opportunity for the economy ?,Has immigration been a burden or an opportunity for the economy?,Realistic,这句话在语法上是正确的，使用了正确的时态和疑问句结构。语义上，这是一个讨论移民对经济影响的问题，这是一个现实且具有探讨性的话题，没有违反常识。,11,0
"The guy sulked over his drink , obviously upset by Haney 's lack of appreciation .","The guy is sulking over his drink, obviously upset by Haney's lack of appreciation.",Realistic,句子在语法和语义上都是正确的。主语'The guy'和谓语'sulking over his drink'构成了一个完整的句子，并且副词'obviously'和介词短语'by Haney's lack of appreciation'提供了额外的信息，说明了'The guy'情绪低落的原因。,16,0
Powers are one way to make roots too .,Powers were one way to make roots too.,Counterintuitive,句子的意思不清楚，'powers' 和 'make roots too' 这两个概念放在一起在语义上不连贯，可能存在误解或用词不当。,9,1
"Next to Chez Panisse a homeless couple , bundled into a blue sleeping bag , sat up , said , `` Good morning `` and then the woman smiled , said , `` Is n't it great just to be alive ? ``","Next to Chez Panisse, a homeless couple, bundled in a blue sleeping bag, are sitting up, saying, 'Good morning,' and then the woman smiles, saying, 'Isn't it great just to be alive?'",Realistic,这句话在语法和语义上都是正确的。使用了恰当的时态和语态，描述了一个场景，没有明显的语法错误，也没有违反常识。,43,0
"`` Guess I ca n't think of anyone , Pete .","Guess I can't think of anyone, Pete.",Realistic,这句话在语法和语义上都是正确的。它表达了一种想法，即说话者想不起任何人，这在日常对话中是一个合理的表达。,11,0
Flesh goes to total alert for flight or fight .,Flesh is going to total alert for flight or fight.,Grammatical error,句子的结构不正确，'Flesh' 应该是指代人类的某种状态或行为，但在这里用法不恰当。另外，'going to total alert for flight or fight' 也不是一个常见的表达，应该是 'going into' 或者 'on alert for'。正确的表达可能是 'The flesh is on full alert for fight or flight.',10,1
They focused on chromosome 17 .,They focus on chromosome 17.,Realistic,句子'They focus on chromosome 17.'在语法上是正确的，主语'They'与动词'focus'一致，且'chromosome 17'作为宾语补足语提供了焦点信息，语义上也没有问题，可能是在讨论某个研究或话题，关注第17号染色体。,6,0
"The provocation of a yellow card in similar circumstances as this one is not a new practice , but rather frequent in the world of football .","The provocation of a yellow card in similar circumstances as this one was not a new practice, but rather frequent in the world of football.",Grammatical error,句中的「in similar circumstances as this one」在语法上不够准确，应该使用「in circumstances similar to this one」或者「in similar circumstances to this」。另外，「but rather frequent」应该改为「but was rather frequent」，以保持句子结构的完整性。,27,1
"We 're getting into the big leagues , said Carlos Manuel Rodriguez , vice president for global policy at Conservation International .","We are getting into the big leagues, says Carlos Manuel Rodriguez, vice president for global policy at Conservation International.",Realistic,这句话在语法和语义上都是正确的。主语是'We'，谓语是'are getting into'，宾语是'the big leagues'。Carlos Manuel Rodriguez是同位语，说明了说话者的身份，而 Conservation International是他所在的组织。整个句子表达清晰，没有语法错误，也没有违反常识。,22,0
By Wednesday the landlord was still alive .,By Wednesday the landlord is still alive.,Realistic,这句话在语法上是正确的，使用了现在进行时态，表示截止到周三房东还活着的状态。在语义上，这句话没有明显的逻辑错误或违背常识。,8,0
"Almost near the centennial number is Carles Puyol , with 97 games .","Almost near the centennial number was Carles Puyol, with 97 games.",Grammatical error,句中的「Almost near the centennial number」表达不清，应该使用更清晰的词汇和结构。例如，应该使用「Almost reaching the centennial mark」或者「Nearly at the centennial number」。另外，「with 97 games」也可以改为「who played 97 games」来使句子更加通顺。,13,1
"Also , ringers do not always live where the bells need to be rung -- like in small , rural parishes and inner-city churches .","Also, ringers did not always live where the bells needed to be rung -- like in small, rural parishes and inner-city churches.",Realistic,该句子在语法和语义上都是正确的。它表达了一个事实，即bell ringers（钟鸣者）并不总是居住在他们需要敲钟的地方，例如在偏远的乡村教区或内城教堂。句子使用了正确的时态和语法结构，没有明显的逻辑错误或违反常识。,25,0
"But as the French embody a Zen-like state of blase when it comes to athletics try finding a Nautilus machine in Paris , my fellow conventioners were having none of it .","But as the French embody a Zen-like state of blase when it comes to athletics, try finding a Nautilus machine in Paris, my fellow conventioners are having none of it.",Grammatical error,句子的结构有些混乱，'my fellow conventioners are having none of it'这部分与前面的内容没有清晰的逻辑关系，使得整个句子在语法和语义上显得不连贯。此外，'conventioners'这个词应该是'convention-goers'或者'conference attendees'，且在句子中的使用也缺乏上下文支持，造成语义上的不明确。,32,1
"He looked up with bloodshot eyes and beheld the stranger sitting across the table , smiling a secret smile at him , as if they were fellow conspirators .","He looks up with bloodshot eyes and beholds the stranger sitting across the table, smiling a secret smile at him, as if they are fellow conspirators.",Realistic,这个句子在语法和语义上都是正确的。它使用了形象的描写（bloodshot eyes）和具体的场景（stranger sitting across the table），表达了两者之间可能存在的一种微妙关系，比如共谋者。句子的结构完整，没有语法错误，且语义表达清晰，不违反常识。,29,0
Was 300 ft. out on a pier in San Rafael .,I am 300 ft. out on a pier in San Rafael.,Realistic,句子使用了正确的语法结构，'I am' 表示存在的状态，'300 ft. out on a pier' 描述了具体的位置，而 'in San Rafael' 指明了地点。这句话在语义上也是合理的，因为它提供了一个人的位置描述，没有违反常识。,11,0
"Oncogenes must be present for a cell to become malignant , but researchers have found them in normal as well as in cancerous cells , suggesting that oncogenes do n't cause cancer by themselves .","Oncogenes must be present for a cell to become malignant, but researchers find them in normal as well as cancerous cells, suggesting that oncogenes do not cause cancer by themselves.",Realistic,这句话在语法和语义上都是正确的。它表达了一个科学事实，即癌基因必须在细胞中存在才能使细胞变为恶性，但研究人员在正常细胞和癌细胞中都发现了癌基因，这表明癌基因本身并不足以导致癌症。这句话没有语法错误，也没有违反常识。,35,0
"I was in my favorite watering hole , waiting for the game to start .","I am at my favorite watering hole, waiting for the game to start.",Realistic,这句话在语法和语义上都是正确的。'I am at my favorite watering hole'表示说话者在他喜欢的地方，而'waiting for the game to start'说明他正在等待某个比赛开始。整个句子表达了一个合理的场景，没有语法错误，也不违反常识。,15,0
It does not matter what kind it is .,It did not matter what kind it was.,Realistic,这个句子在语法上是正确的，使用了过去时态，表达了一个观点或情况，意思是'它是哪种类型并不重要'。在语义上，这个句子没有明显的错误，可以独立使用或者作为更大语境的一部分。,9,0
"Additionally , their huge success from the sidelines , with 16 three pointers scored , had a lot to do with the final triumph .","Additionally, their huge success from the sidelines, with 16 three pointers being scored, has a lot to do with the final triumph.",Realistic,这句话在语法和语义上都是正确的。此外，它表达的意思是合理的，即场边投进的16个三分球对于最终的胜利起到了很大的作用。,25,0
"The US investment bank , Lehman Brothers , went belly-up in September 2008 at the height of the financial crisis .","The US investment bank, Lehman Brothers, is going belly-up in September at the height of the financial crisis.",Realistic,这句话在语法和语义上都是正确的。使用了现在时态描述过去发生的事件（Lehman Brothers在金融危机高峰时期破产），这在英语中是常见的，特别是当叙述历史事件时。另外，短语'going belly-up'是口语中用来形容公司破产的表达方式，符合语境。,21,0
Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level .,Kagan serves as solicitor general in the Obama administration when the first legal challenges to the law are brought at the trial court level.,Realistic,该句子在语法和语义上都是正确的。使用了正确的时态，并且句子表达了一个具体的时间和情境，即卡根在奥巴马政府中担任副检察长期间，首次在初审法院层面提出了对该法律的合法挑战。,25,0
We have made no such statement .,We did not make such a statement.,Realistic,句子'We did not make such a statement.'在语法上是正确的，使用了正确的否定形式，并且在语义上表达了一个明确的否认，没有违反常识。,7,0
"But it was seen as an important advance in a negotiation that is running out of time , with more than 100 world leaders arriving in Copenhagen next week .","But it is seen as an important advance in a negotiation that is running out of time, with more than 100 world leaders arriving in Copenhagen next week.",Realistic,此句在语法和语义上均正确。句子使用了现在分词短语「running out of time」来描述谈判的状态，并且「it」指代的内容（虽然未在前文明确指出，但可以推断为某项协议或进展）被视为在时间紧迫的谈判中一个重要的进展。此外，提到下周将有超过100位世界领导人抵达哥本哈根，为句子增添了背景信息，这在语义上是通顺且符合逻辑的。,30,0
"Brakes howled and a horn blared furiously , but the man would have been hit if Phil had n't called out to him a second before .","Brakes are howling and a horn is blaring furiously, but the man would be hit if Phil does not call out to him a second before.",Grammatical error,句中的时态使用不一致。'would be hit' 使用了虚拟语气，表明对将来的假设，但 'does not call out' 使用了现在简单时，应该使用过去时 'did not call out' 来保持时态的一致性。,27,1
"Either copy can make the proteins needed to control cell growth , so for cancer to arise , both copies must be impaired .","Either copy made the proteins needed to control cell growth, so for cancer to arise, both copies must have been impaired.",Realistic,这句话在语法和语义上都是正确的。它表达了一个关于癌症发展的生物学概念，即控制细胞生长所需的蛋白质的两种副本（基因）都必须受损，癌症才可能发生。这符合现有的科学理解，没有语法错误。,24,0
"If I were to ask a sample of American parents , `` Do you wish the elementary schools to encourage creativity in your children ? `` the near-unanimous answer would be , `` Yes , of course . ``","If I asked a sample of American parents, 'Do you wish the elementary schools to encourage creativity in your children?', the near-unanimous answer would be, 'Yes, of course.'",Realistic,这句话在语法和语义上都是正确的。使用了条件句式，表达了假设的情况。句子的结构完整，语法规则遵循了英语语法，并且表达了大多数美国家长可能会认同的观点，即他们希望小学能够鼓励孩子们的创造力。,39,0
"Regarding this assumption , the players did not act in order to avoid the application of the sanction ( this would have been a clear case of legal fraud ) , but rather chosen when to obey it .","Regarding this assumption, the players do not act in order to avoid the application of the sanction (this would be a clear case of legal fraud), but rather choose when to obey it.",Realistic,这句话在语法和语义上都是正确的。句子使用了正确的时态和语态，表达了玩家们并非为了逃避制裁而行动，而是在适当的时候选择遵守它，这与法律欺诈的情况是不同的。整个句子结构清晰，表达了一个合理的逻辑关系。,39,0
"Ringers memorize patterns of changes , known as `` methods , `` which have odd-sounding names like Kent Treble Bob Major or Grandsire Caters .","Ringers memorize patterns of changes, known as 'methods,' which have odd-sounding names such as Kent Treble Bob Major or Grandsire Caters.",Realistic,该句子在语法和语义上都是正确的。主语'Ringers'和谓语'memorize'搭配合理，'patterns of changes'作为宾语补足语也是合适的。句子中提到的'methods'和具体的例子，如'Kent Treble Bob Major'或'Grandsire Caters'，在 bell ringing（钟乐）的领域是实际存在的，因此不违反常识。,25,0
"Where these discoveries will lead , scientists can only speculate .","Where these discoveries lead, scientists can only speculate.",Realistic,这句话在语法和语义上都是正确的。'Where these discoveries lead' 是一个状语从句，引导整个句子，而 'scientists can only speculate' 是主句，表达了科学家对于这些发现将导致何种结果的猜测。整个句子结构清晰，意义明确，没有语法错误，也不违反常识。,11,0
Kagan has given no indication she will do so .,Kagan has not given any indication that she is going to do so.,Realistic,该句子在语法和语义上都是正确的。主语Kagan和谓语has not given any indication之间的一致性良好，且句子表达的意思清晰，没有违反常识。,10,0
"Minute by minute , they sent out reports of gruesome testimony via Twitter .","Minute by minute, they are sending out reports of gruesome testimony via Twitter.",Realistic,该句子在语法和语义上都是正确的。使用了正确的时态，句子结构清晰，意思明确，没有违背常识。,14,0
"The book revolves around John Mariotta , the founder of the company , and Fred Neuberger , who became his partner soon after Wedtech 's creation .","The book revolves around John Mariotta, the founder of the company, and Fred Neuberger, who becomes his partner soon after Wedtech's creation.",Realistic,这句话在语法和语义上都是正确的。它清楚地表达了书籍的主题是围绕John Mariotta和Fred Neuberger这两个人物，以及他们与Wedtech公司的关系。句子结构完整，时态一致，没有明显的语法错误，也没有违反常识。,27,0
Saves the log with all results into an HTML file to be able to print or publish .,Saving the log with all results into an HTML file to be able to print or publish.,Realistic,该句子在语法和语义上都是正确的。句子描述了一个动作，即把包含所有结果的日志保存为HTML文件，以便打印或发布，这符合常理，语法结构也没有问题。,18,0
"The defense lawyers also claim , for example , that Mr. Hayes may have been prejudiced when Judge Blue declined to allow them to test potential jurors ' reactions by showing them grisly crime-scene photographs during jury selection .","The defense lawyers also claim, for example, that Mr. Hayes may be prejudiced when Judge Blue declines to allow them to test potential jurors' reactions by showing them grisly crime-scene photographs during jury selection.",Realistic,该句子在语法和语义上都是正确的。句子结构清晰，主语和谓语搭配得当，从句使用恰当，意思表达清楚。例如，'claim'后跟宾语从句说明了辩护律师的观点，而该宾语从句中又包含了when引导的时间状语从句，说明了可能导致Mr. Hayes受到偏见的具体情况。整个句子没有语法错误，也没有违反常识。,39,0
"Colon , lung and breast cancers are the most common and lethal forms of the disease , collectively killing almost 200,000 Americans a year .","Colon, lung and breast cancers were the most common and lethal forms of the disease, collectively killing almost 200,000 Americans each year.",Realistic,该句子在语法和语义上都是正确的。使用了正确的时态和词汇，表达了三种癌症是美国人死亡的主要原因，并且这一信息符合现实情况。,25,0
What is Alimta used for ?,What was Alimta used for?,Realistic,句子结构正确，使用了正确的时态提问过去某个药物的使用目的。,6,0
"We really do know all we need to know , if only we could assimilate this knowledge into our thinking .","We really did know all we needed to know, if only we could have assimilated this knowledge into our thinking.",Realistic,这句话在语法上是正确的，使用了虚拟语气表达了一种假设或愿望，符合英语语法规则。从语义上看，句子表达了如果能够把知识融入到思考中，那么我们就已经知道了我们所需要知道的一切，这是一个合理的逻辑表达，并不违反常识。,21,0
"A series of 5,000 or so changes is a `` peal `` and takes about three hours .","A series of 5,000 or so changes was a `` peal '' and took about three hours.",Realistic,"这句话在语法和语义上都是正确的。""A series of 5,000 or so changes""指的是一系列大约5000次的改变，""peal""在这里可以指一系列连续的声音或动作，这里可以比喻为一系列的变化。而""took about three hours""说明这一系列变化大概需要三个小时的时间，语义上表达了完成这一系列变化所需的时间。整个句子没有明显的语法错误，也没有违反常识。",18,0
"The tumor , he suggested , developed when the second , normal copy also was damaged .","The tumor, he suggests, develops when the second, normal copy is also damaged.",Realistic,这句话在语法和语义上都是正确的。主语'the tumor'后面跟着一个同位语从句'he suggests'，这是非限制性从句，用来补充说明前面的主语。动词'develops'和名词'copy'的使用在语义上也是合理的，因为它们描述了肿瘤发展的条件，即第二个正常的基因副本受到损害。整个句子没有明显的语法错误，也没有违反常识。,17,0
"This is a fact -- though , in view of all the feathers that are ruffled by this fact , it is not surprising that one hears so little about it .","This is a fact -- though, considering all the feathers that have been ruffled by this fact, it is not surprising that one hears so little about it.",Realistic,这句话在语法和语义上都是正确的。它使用了破折号来引入一个附加的说明，这是英文中常见的修辞手法。句子的主要结构是完整的，并且意思表达清楚，没有违背常识。,32,0
The Federal Housing Finance Agency ( FHFA ) has been behind the largest wave of claims .,The Federal Housing Finance Agency (FHFA) had been behind the largest wave of claims.,Realistic,该句子在语法和语义上都是正确的。主语'The Federal Housing Finance Agency (FHFA)'和谓语'had been behind'之间构成了被动语态，这在英语中是表达某个组织或机构对某件事情负责的常见方式。短语'behind the largest wave of claims'在语义上表达了FHFA是大量索赔潮的背后推手，这在上下文中是合理的。,17,0
"The National Credit Union Administration ( NCUA ) , a financial market regulator , accuses a string of major banks of having used false promises to mislead credit unions into buying the financial products .","The National Credit Union Administration ( NCUA ), a financial market regulator, accused a string of major banks of using false promises to mislead credit unions into buying the financial products.",Realistic,该句子在语法和语义上都是正确的。句子结构清晰，主语（The National Credit Union Administration）和谓语（accused）搭配合理，宾语（a string of major banks）和宾语补足语（of using false promises to mislead credit unions into buying the financial products）也使用得当，表达了完整的语义，没有违背常识。,35,0
The man closed his eyes and nodded .,The man closes his eyes and nods.,Realistic,句子'The man closes his eyes and nods.'在语法和语义上都是正确的。主语'The man'与谓语'closes'和'nods'保持一致，且闭上眼睛并点头是一个可以理解的连续动作。,8,0
"The sheer sprawl of the gathering -- where 13,000 people move in and out of the convention center each day , guitar-playing activists put on nightly shows mocking the countries they think are selling out , and draft proposals are passed hand-to-hand on paper rather than via e-mail -- poses a challenge .","The sheer sprawl of the gathering -- where 13,000 people moved in and out of the convention center each day, guitar-playing activists put on nightly shows mocking the countries they thought were selling out, and draft proposals were passed hand-to-hand on paper rather than via e-mail -- posed a challenge.",Realistic,该句子在语法和语义上都是正确的。句子使用了描写性的语言来描述一个集会的场景，其中的细节如人数、活动内容以及文件传递方式等都是合理的，并没有违反常识或语法规则。,53,0
This building shook like hell and it kept getting stronger .,This building is shaking like hell and it keeps getting stronger.,Realistic,这个句子语法上没有错误，且符合语义表达。'This building is shaking like hell' 使用了夸张的表达方式来描述建筑摇晃得非常厉害，而 'and it keeps getting stronger' 表示摇晃的强度在不断增加，这在描述地震或其他导致建筑摇晃的情境中是合理的。,11,0
It is nice for teachers to think they are engaged in `` personality development `` and even nicer to minimize those irksome tests with often disappointing results .,It was nice for teachers to think they were engaged in personality development and even nicer to minimize those irksome tests with often disappointing results.,Realistic,这句话在语法和语义上都是正确的。句子使用了虚拟语气，表达了老师们认为参与个性发展是件好事，并且减少那些常常令人失望的繁琐测试是更好的事情。句子结构清晰，没有语法错误，且语义表达符合常理。,28,0
A simple economic theory may provide at least a partial explanation for the split personality displayed by Americans in the voting booth .,A simple economic theory provided at least a partial explanation for the split personality displayed by Americans in the voting booth.,Realistic,该句子在语法和语义上都是正确的。主语'A simple economic theory'和谓语'provided'之间是逻辑上的主动关系，且句子结构清晰，表达了经济学理论至少部分解释了美国人在投票亭表现出的分裂性格这一观点。,23,0
"Each legislator , after all , is only one out of 535 when it comes to national policy making .","Each legislator, after all, was only one out of 535 when it came to national policy making.",Realistic,这句话在语法和语义上都是正确的。'Each legislator' 指的是每一位立法者，'was only one out of 535' 表示在535名立法者中，每一位都只是其中一员。'When it came to national policy making' 是一个习惯用语，表示在涉及国家政策制定时，强调了每位立法者在全国政策制定中的相对地位。这句话没有语法错误，也没有违反常识。,20,0
The study focuses on a microbe found on Earth .,The study focused on a microbe that was found on Earth.,Realistic,句子在语法和语义上都是正确的。使用了正确的时态，并且句意清晰，没有违反常识。,10,0
"In races for the White House , a voter 's incentive , at the margin , is to lean Republican .","In races for the White House, a voter's incentive, at the margin, was to lean Republican.",Realistic,这句话在语法上是正确的，使用了正确的时态和结构。在语义上，它表达了一个观点，即在美国总统选举中，边缘选民倾向于支持共和党，这并不违反常识，而是反映了某种政治分析或观察。,21,0
How is Alimta used ?,How has Alimta been used?,Realistic,句子结构正确，是一个疑问句，询问Alimta（一种药物）是如何被使用的，语法和语义都没有问题。,5,0
My back is still in knots and my hands are still shaking .,My back was in knots and my hands were shaking.,Realistic,这句话在语法和语义上都是正确的。'My back was in knots'表示背部疼痛或紧张，而'my hands were shaking'表示手在颤抖，这两个短语合在一起可以形容一个人非常紧张或者焦虑的状态。,13,0
Nowadays it is capable to make simple MathML operations ( arithmetic and logical ) and to representate 2D and 3D graphs .,Nowadays it was capable of making simple MathML operations (arithmetic and logical) and representing 2D and 3D graphs.,Grammatical error,句中的时态使用不一致。'Nowadays' 通常与现在时态连用，但这里 'it was capable' 使用了过去时态。应该使用现在时态 'it is capable' 来保持时态的一致性。,22,1
"`` This work is novel because it shows the substitution of one element for another in fundamental biochemistry and biochemical structure , '' added Cockell .","This work was novel because it showed the substitution of one element for another in fundamental biochemistry and biochemical structure, added Cockell.",Realistic,这句话在语法和语义上都是正确的。使用了正确的时态和语态，句子结构清晰，表达了这项工作的新颖性，因为它展示了在基本生物化学和生物化学结构中一个元素取代另一个元素的情况。,26,0
Bank of America had raised some USD 19 billion from investors through convertible loans .,Bank of America raises some USD 19 billion from investors through convertible loans.,Realistic,该句子在语法和语义上都是正确的。主语（Bank of America）谓语（raises）宾语（some USD 19 billion）结构清晰，且通过可转换贷款从投资者那里筹集资金的概念在商业环境中是合理的。,15,0
He was beginning to feel woolly .,He is beginning to feel woolly.,Counterintuitive,"句子中的'feel woolly'不符合常见的表达习惯，'woolly'一词通常用来形容（像）羊毛的或者含糊的、不清楚的，不能直接用来描述感觉。通常我们说一个人感觉不舒服会用'tired', 'dizzy', 'sick'等词。",7,1
"If these assumptions hold , voters in races for Congress face what in economic theory is called a prisoner 's dilemma and have an incentive , at the margin , to lean Democratic .","If these assumptions held, voters in races for Congress faced what in economic theory was called a prisoner's dilemma and had an incentive, at the margin, to lean Democratic.",Realistic,"这句话在语法和语义上都是正确的。句子使用了条件句型，表达了假设的情况。'If these assumptions held' 是一个条件状语从句，主句 'voters in races for Congress faced what in economic theory was called a prisoner's dilemma and had an incentive, at the margin, to lean Democratic' 结构完整，主谓宾齐全，且语义上表达了选民面临囚徒困境，并且在边际上倾向于支持民主党的经济理论。整个句子没有明显的语法错误，也没有违背常识。",34,0
But the mood varies widely from country to country ( see chart 4 ) .,But the mood is varying widely from country to country (see chart 4).,Realistic,该句子在语法和语义上都是正确的。'varying widely'表示程度上的变化，符合句意，且句子结构完整。,15,0
The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .,The discovery of a strange bacteria that could use arsenic as one of its nutrients widened the scope for finding new forms of life on Earth and possibly beyond.,Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和词汇，表达了一个科学发现，这个发现拓宽了在地球上甚至可能在外太空寻找新生命形式的可能性。句子结构清晰，没有语法错误，且符合科学常识。,30,0
"They began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .","They are uncovering a confusing variety of genetic deletions, some existing only in benign polyps, others in malignant cells, and many in both polyps and malignant cells.",Realistic,该句子在语法和语义上都是正确的。句子使用了现在进行时，表达了正在进行的动作。同时，它清楚地描述了基因缺失的种类及其在不同细胞中的分布情况，没有违反常识或语法规则。,30,0
