sentence,mut_sentence,check,reason,tokens.num,mut.error
"The new money flows into the already top-heavy administrative structure , which busies itself piling more and more paper work on the teachers .","The already top-heavy administrative structure receives the new money, which busies itself piling more and more paper work on the teachers.",Realistic,这句话在语法和语义上都是正确的。它使用了比喻（top-heavy）来形容行政结构，表达了行政层级过多的意思。同时，它也正确地使用了关系代词which来引导非限制性定语从句，描述了新资金被用来增加教师的工作量。整个句子表达了行政结构因为新资金的加入而增加了更多文书工作的情况，这在现实情境中是合理的。,24,0
"Haney hoped that nobody noticed his sudden pallor , as he felt the blood drain from his cheeks .","It was hoped by Haney that his sudden pallor was not noticed by anybody, as he felt the blood drain from his cheeks.",Realistic,这句话在语法和语义上都是正确的。使用了被动语态，表达了Haney希望他的苍白没有被任何人注意到，同时描述了他感到血液从脸颊流走的情景，符合常识和英语表达习惯。,19,0
"It also rose in Mexico , where the economy has recovered after suffering a big drop in output last year .","In Mexico, the economy also rose after suffering a big drop in output last year and has now recovered.",Realistic,该句子在语法和语义上都是正确的。主语是'meconomy'，谓语动词是'rose'和'recovered'，使用了过去时态和现在完成时态，符合英语语法规则。句子表达的意思是在墨西哥，经济在去年产量大幅下降之后有所上升，现在已经恢复，这符合常识和语义逻辑。,21,0
A friend of mine was in an underground computer center in downtown SF when the quake hit .,A friend of mine was in an underground computer center in downtown SF when he/she felt the quake hit.,Realistic,这句话在语法和语义上都是正确的。主语是'my friend'，动词是'felt'，描述了一个过去的事件，即在地下的计算机中心感受到了地震的发生。句子中的'SF'是旧金山的缩写，通常被用来指代这个城市。整个句子没有明显的语法错误，也没有违反常识。,18,0
"When necessary , it sought and received assistance from organized crime .","When necessary, it actively sought and received assistance from organized crime.",Counterintuitive,这句话在语义上存在问题，因为它暗示了主动寻求有组织犯罪的帮助是正常或可接受的，这在道德和法律上是不合理的。,12,1
But the mood varies widely from country to country ( see chart 4 ) .,But the mood is varied widely from country to country (see chart 4).,Grammatical error,句中的'mood'一词通常不用来指代国家之间的差异，更合适的应该是'attitude'或'culture'。此外，'varied widely'应该改为'varies widely'以保持主语'mood'的单数形式。,15,1
"Feeling the naggings of a culture imperative , I promptly signed up .","The naggings of a culture imperative were felt by me, and I was promptly signed up.",Grammatical error,句中的'the naggings of a culture imperative'表达不清，'naggings'通常指不断的唠叨，与'culture imperative'搭配不当。另外，'felt by me'也不自然，通常我们说'felt by someone'，而不是用'me'。最后，'promptly signed up'前面缺少主语，应该是'I was promptly signed up'，但如果整个句子要表达的是主动报名，则应该使用'I promptly signed up'。,13,1
Bank of America had raised some USD 19 billion from investors through convertible loans .,Bank of America raised some USD 19 billion from investors through convertible loans.,Realistic,该句子在语法和语义上都是正确的。主语（Bank of America）谓语（raised）宾语（some USD 19 billion）结构清晰，且通过可转换贷款从投资者那里筹集资金这一表述符合商业逻辑和常识。,15,0
"But Dr. Vogelstein had yet to nail the identity of the gene that , if damaged , flipped a colon cell into full-blown malignancy .","But Dr. Vogelstein had yet to identify the gene that, if damaged, could flip a colon cell into full-blown malignancy.",Realistic,这句话在语法和语义上都是正确的。使用了条件虚拟语气（if damaged）来描述一个假设情况，符合英语语法规则。句子的意思表达清晰，没有违反常识。,25,0
I always work it that way -- and always at a time when the customer has an alibi .,It is always worked that way by me -- and always at a time when the customer has an alibi.,Grammatical error,句子的结构不正确，'worked' 应该使用过去时态的被动语态 'has been worked'，并且 'by me' 通常不用于这种语境，应该使用其他表达方式，如 'by me' 可以改为 'by me it has always been' 或 'I have always worked it that way'。此外，'always at a time when' 也显得有些冗余，可以简化。,19,1
There were relatively few cases reported of attempts to involve users in service planning but their involvement in service provision was found to be more common .,"Relatively few attempts to involve users in service planning were reported, but it was found that their involvement in service provision was more common.",Realistic,该句子在语法和语义上都是正确的。句子使用了比较级形式'relatively few'来指出在服务规划中涉及用户的尝试并不多，同时用了一个转折表达'but it was found that'来说明在服务提供中用户的参与更为常见。整个句子表达清晰，逻辑合理，没有语法错误，也没有违反常识。,27,0
"Fortunately , these same parents do want their children to get a decent education as traditionally understood , and they have enough common sense to know what that demands .","Fortunately, a decent education as traditionally understood is wanted by these same parents for their children, and what that demands is known by them due to having enough common sense.",Grammatical error,这个句子的结构较为复杂，导致理解上的困难。其中，“due to having enough common sense”这部分短语的使用不够恰当，它在这里作为状语，但与前面的主句连接不够流畅。此外，'what that demands is known by them' 这部分表达略显拗口，可以更加简洁明了。正确的表达应该更清晰地连接原因和结果，并简化句子结构。,30,1
"Five minutes later , before Haney could make his break , the stranger stood up and nodded farewell .","Five minutes later, before Haney could make his break, the stranger stood up and nodded farewell.",Realistic,这句话在语法和语义上都是正确的。句子描述了一个场景，即五分钟后，在Haney能够离开之前，一个陌生人站起来点头告别。句子使用了正确的时态，并且逻辑上也是通顺的，没有违背常识。,19,0
"The active substance in Alimta , pemetrexed , is a cytotoxic medicine ( a medicine that kills cells that are dividing , such as cancer cells ) , which belongs to the group antimetabolites .","Pemetrexed, the active substance in Alimta, is a cytotoxic medicine that kills cells which are dividing, such as cancer cells, and it belongs to the group of antimetabolites.",Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和语态，清晰地表达了Pemetrexed作为Alimta中活性成分的特性，说明了它是一种细胞毒药物，并且属于抗代谢物类药物。,35,0
"Mr. Quinlan , 30 years old , knew he carried a damaged gene , having lost an eye to the rare tumor when he was only two months old -- after his mother had suffered the same fate when she was a baby .","Mr. Quinlan, 30 years old, knew that a damaged gene was carried by him, having lost an eye to the rare tumor when he was only two months old -- after his mother had suffered the same fate as a baby.",Realistic,该句子在语法和语义上都是正确的。主语Mr. Quinlan的年龄、携带损坏基因的情况以及失去一只眼睛的原因都表达清楚。句子使用了过去完成时，正确地表达了母亲遭受同样命运的先后顺序。,44,0
If you have entered the function click on the OK button to display the graph in the main window .,"If the function has been entered, the OK button should be clicked to display the graph in the main window.",Realistic,这句话在语法和语义上都是正确的。条件句型（If...then...）在这里使用得当，表达了如果某个功能已经被输入，那么应该执行的动作是点击OK按钮以在主窗口中显示图表。这个句子没有明显的语法错误，也没有违反常识。,20,0
"`` It was the confirming evidence we all needed that gene losses were critical to the development of a common tumor , `` says Ray White at Howard Hughes Medical Institute in Salt Lake City .","The confirming evidence we all needed confirmed that gene losses were critical to the development of a common tumor, says Ray White at Howard Hughes Medical Institute in Salt Lake City.",Realistic,这句话在语法和语义上都是正确的。句子结构清晰，主语是‘The confirming evidence’，谓语是‘confirmed’，宾语是‘that gene losses were critical to the development of a common tumor’。此外，从句中使用了正确的时态和语态，并且句子内容符合科学研究的常规表达方式。,36,0
"In his program , François Hollande confines himself to banalities , saying that co-development would allow our immigration problem to be solved . ''","In his program, François Hollande confines himself to banalities, saying that co-development would solve our immigration problem.",Realistic,这句话在语法和语义上都是正确的。主语是François Hollande，谓语是confines，宾语是himself to banalities，后面的saying引导的是现在分词短语作状语，补充说明了他所说的话。句子表达的意思是 François Hollande 在他的计划中只局限于谈论平淡无奇的内容，并提出共同发展能解决移民问题，这在语义上没有问题，也没有违反常识。,24,0
Such a piece of DNA would probably constitute a gene .,A gene would probably be constituted by such a piece of DNA.,Realistic,这句话在语法和语义上都是正确的。'A gene would probably be constituted by such a piece of DNA'这句话中，使用了'would probably be constituted by'表示一种推测，这在英语中是合理的表达方式。同时，从生物学的角度来看，基因确实是由DNA组成的，因此这句话也符合科学常识。,11,0
"The second quarter was more of the same , but the Alavan team opted for the inside game of Barac and the work of Eliyahu , who was greeted with whistles and applause at his return home , to continue increasing their lead by half-time ( 34-43 ) .","The Alavan team chose to focus on the inside game of Barac and the work of Eliyahu in the second quarter, which was more of the same. Eliyahu, who was greeted with whistles and applause upon his return home, continued to extend their lead by half-time (34-43).",Realistic,该句子在语法和语义上都是正确的。句子描述了一支篮球队在比赛中的策略和某个球员的表现，使用了恰当的时态和结构，没有明显的语法错误，也没有违背常识。,49,0
"Researchers say the inactivation of tumor-suppressor genes , alone or in combination , appears crucial to the development of such scourges as cancer of the brain , the skin , kidney , prostate , and cervix .","Researchers say that the inactivation of tumor-suppressor genes, alone or in combination, seems to play a crucial role in the development of such scourges as brain, skin, kidney, prostate, and cervical cancer.",Realistic,"该句子在语法和语义上都是正确的。句子结构清晰，主语和谓语搭配得当，使用了正确的词汇和短语（如tumor-suppressor genes, inactivation, crucial role, development of such scourges），并且句子表达的意思符合科学研究的常识，没有违背逻辑。",37,0
"Because these freshmen placed far more emphasis on their partisan role -- spreading the Reagan revolution -- in national policy making , they were more vulnerable to defeat .","Because these freshmen emphasized far more on their partisan role -- spreading the Reagan revolution -- in national policy making, they were more vulnerable to defeat.",Grammatical error,句中的短语使用不当，'emphasized far more on' 应该改为 'placed far more emphasis on' 或者 'emphasized more on'。另外，'vulnerable to defeat' 也可以被视作有些不地道，通常我们说 'more likely to be defeated' 或 'more vulnerable to being defeated'。,29,1
Mr. Baldwin is also attacking the greater problem : lack of ringers .,The greater problem : lack of ringers is also being attacked by Mr. Baldwin.,Grammatical error,冒号在此句中使用不当，应该使用逗号或者句号分隔句子中的成分。另外，'lack of ringers' 前面不应该有冠词 'the'，因为 'lack of' 已经表示了泛指。,13,1
That 's usually how long it takes for the temblors to pass .,The temblors usually take that long to pass.,Realistic,句子'The temblors usually take that long to pass.'在语法和语义上都是正确的。'Temblors'是地震的另一种说法，这里指地震通常需要那么长时间才能结束或平息，符合常识和语法规则。,13,0
"If both copies of a certain gene were knocked out , benign polyps would develop .","If someone knocks out both copies of a certain gene, benign polyps will develop.",Realistic,这句话在语法上是正确的，使用了条件句型（if clause），并且语义上表达了一个科学假设或现象，即如果某人敲除了某个特定基因的两个副本，那么将会发展出良性息肉。这种情况在遗传学和生物学上是可能的，并不违反常识。,16,0
"The trial judge , Jon C. Blue of State Superior Court , tersely rejected the claims in a ruling last week , saying that the news media were `` carefully controlled '' and that there was no evidence the jury was driven by passion .","Jon C. Blue, the trial judge of State Superior Court, tersely rejected the claims in a ruling last week, saying the news media were 'carefully controlled' and that there was no evidence that drove the jury by passion.",Realistic,这句话在语法和语义上都是正确的。使用了正确的时态和语态，表达了法官对媒体报道和陪审团情绪的具体看法。,45,0
"Inside the lobby , people were standing around , talking excitedly .","Inside the lobby, people stood around, talking excitedly.",Realistic,该句子语法正确，语义清晰。'Inside the lobby' 描述了地点，'people stood around' 描述了人们的动作，'talking excitedly' 描述了人们的行为状态，整个句子符合常识，没有语法错误。,12,0
-gt : It s the way to specify the bounded variable in a function .,You specify the bounded variable in a function this way.,Realistic,句子在语法上是正确的，使用了正确的时态和语法结构。'specify'是动词，表示明确指出或确定，这里用于说明在函数中指定边界变量的方式，语义上也是通顺的。,15,0
`` It can grow with either phosphorus or arsenic . '',Either phosphorus or arsenic can be used for its growth.,Realistic,这句话在语法和语义上都是正确的。'Either...or...' 是一个正确的连接词组，用于表示两个或多个选择中的任一个。句子的意思是说，对于生长来说，可以使用磷或者砷。这个句子没有明显的语法错误，也没有违反常识。,11,0
"Another sponsor was pharmaceutical giant Pfizer Inc , which has an enormous financial stake in the outcome of the litigation .","Pharmaceutical giant Pfizer Inc, another sponsor, has an enormous financial stake in the outcome of the litigation.",Realistic,这句话在语法和语义上都是正确的。句子主语是'Pharmaceutical giant Pfizer Inc'，谓语是'has'，宾语是'an enormous financial stake'，而'in the outcome of the litigation'作为定语修饰'stake'，说明了投资利益相关于诉讼的结果。句子表达的意思清晰，没有语法错误，也没有违反常识。,21,0
How is Alimta used ?,Someone uses Alimta.,Realistic,这个句子在语法上是正确的，使用了第三人称单数现在时态，符合英语语法规则。语义上，它表达了一个简单的动作或状态，没有明显的逻辑或常识错误。,5,0
"Haney felt like shrinking out of sight , but he was already trapped in the corner with the wiry , dark little man .","Haney was felt like shrinking out of sight, but he was already trapped in the corner by the wiry, dark little man.",Grammatical error,句中的短语使用不当，'felt like' 通常需要跟动词的-ing形式，例如 'felt like shrinking' 应改为 'felt like shrinking himself'。另外，'shrinking out of sight' 这个短语在这里的用法也不太自然，通常我们会说 'wanted to shrink out of sight' 或者 'felt the urge to shrink out of sight'。,24,1
That it has held up during the world financial crisis is probably because many Latin American countries suffered only a brief recession and have enjoyed a strong recovery .,The fact that it has held up during the world financial crisis is probably because many Latin American countries only suffered a brief recession and have enjoyed a strong recovery.,Realistic,这句话在语法和语义上都是正确的。主语是'The fact'，谓语是'is probably because'，结构上使用了'that'引导的同位语从句，解释了事实的内容。句子表达的意思是合理的，即指出了一个事实（在金融危机期间它保持了稳定），并给出了原因（许多拉美国家只经历了短暂的衰退并强劲复苏）。这并不违反常识，也没有明显的语法错误。,29,0
What is Alimta used for ?,We use Alimta for what?,Counterintuitive,这句话的语义不清，'Alimta' 是一个特定的药物名，通常在使用时应该明确治疗什么疾病或症状。问句'We use Alimta for what?' 在实际语境中显得含糊不清，因为它没有指明使用该药物的特定目的。,6,1
"Arsenic-tolerant microbe raises possibility of new types of life on Earth , or elsewhere","The possibility of new types of life on Earth, or elsewhere is raised by an arsenic-tolerant microbe.",Realistic,这句话在语法和语义上都是正确的。它表达了一个关于砷耐受微生物可能提出地球或其他地方存在新型生命可能性的观点。这个句子没有明显的语法错误，也没有违反常识。,14,0
The notion that tracking is somehow `` undemocratic `` is absurd .,The notion that tracking is somehow `` undemocratic '' is considered absurd.,Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和语法结构，表达了对于某种观念的否定态度，没有违背常识。,12,0
"Despite that , when the Johns Hopkins scientists compared the gene they had found in the human cancer cells with the Mr. Levine 's p53 gene they found the two were identical ; it turned out that in Mr. Levine 's cancer studies , he had unknowingly been observing a damaged form of p53 -- a cancer-suppressing gene .","Despite that, when the Johns Hopkins scientists compared the gene in human cancer cells with Mr. Levine's p53 gene, they found the two were identical; it turned out that in Mr. Levine's cancer studies, he had unknowingly been observing a damaged form of p53 -- a gene that suppresses cancer.",Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和语态，表达了研究人员在比较癌细胞中的基因与Mr. Levine的p53基因时的发现，并且说明了Mr. Levine在研究过程中不知情地观察到了一种受损的p53基因，这与科学研究的情境相符合，没有违背常识。,59,0
The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .,"A strange bacteria that can use arsenic as one of its nutrients was discovered, widening the scope for finding new forms of life on Earth and possibly beyond.",Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和词汇，表达了在科学探索中发现了一种奇特的细菌，这种细菌能够使用砷作为其营养来源之一，这一发现拓宽了在地球上甚至可能是在地球之外寻找新生命形式的可能性。,30,0
"Far above in the belfry , the huge bronze bells , mounted on wheels , swing madly through a full 360 degrees , starting and ending , surprisingly , in the inverted , or mouth-up position .","Far above in the belfry, the huge bronze bells, which are mounted on wheels, madly swing through a full 360 degrees, starting and ending, surprisingly, in the inverted, or mouth-up position.",Realistic,该句子在语法和语义上都是正确的。它使用了详细的描述性语言，形象地描绘了铜钟的运动。句子结构完整，时态和语态一致，没有明显的语法错误，也没有违反常识。,37,0
