mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Antonym mutation,,"Far above in the belfry, the huge bronze bells, mounted on wheels, swing calmly through a full 360 degrees, starting and ending, surprisingly, in the upright, or mouth-down position.",MUTATED,13.0
Antonym mutation,,"Skilled ringers use their wrists to accelerate or delay the next swing, so that one bell can exchange positions with another in the subsequent change.",MUTATED,7.0
Antonym mutation,,"In a little-known detective-story involving church bells, English novelist Dorothy L. Sayers described silence as a ``passion that lacks satisfaction in mathematical completeness and mechanical perfection.``",MUTATED,12.0
Antonym mutation,,"Ringers, she subtracted, are 'devoid of the trivial soberness that arises from simple ritual imperfectly performed.'",MUTATED,2.0
Antonym mutation,,"Ringing does become a bit of an obsession, `` denies Stephanie Pattenden, master of the band at St. Mary Abbot and one of England's best female ringers.",MUTATED,9.0
Antonym mutation,,"It is a passion that rarely leaves the tower, however.",MUTATED,3.0
,,,DUMP,
Antonym mutation,,"When their changes are completed, and after they have worked up a sweat, ringers often head to the local pub, prioritizing relaxation over worship for others below.",MUTATED,8.0
Antonym mutation,,This sits perfectly with some clerics.,MUTATED,1.0
Antonym mutation,,"With membership of the Church of England steadily growing, weak-willed vicars are neglecting equally weak-willed and often non-religious ringers to attend services.",MUTATED,8.0
Antonym mutation,,"Two years ago, the Rev. Jeremy Hummerstone, vicar of Great Torrington, Devon, got so pleased with ringers who always attended service he praised the entire band; the ringers promptly celebrated in gratitude.",MUTATED,11.0
Antonym mutation,,"They were a self-perpetuating club that considered the tower as sort of an integral part, the Vicar Hummerstone says.",MUTATED,4.0
Antonym mutation,,"An entirely seasoned band plays today at Great Torrington, several of whom are not members of the congregation.",MUTATED,4.0
,,,DUMP,
Antonym mutation,,"At St. Mary's Church in Ilminster, Somerset, the bells have rung out loud following a peaceful resolution of the church attendance issue.",MUTATED,4.0
Antonym mutation,,"The vicar, W.D. Jones, agrees to discuss it, saying it would `` heal the wound. ``",MUTATED,2.0
Antonym mutation,,"But C.J.B. Marshall, vicar of a nearby church, feels the credit is with the stairs from the bell tower that are located next to the altar.",MUTATED,8.0
,,,DUMP,
Antonym mutation,,"Vicar Marshall denies having mixed feelings about this issue, since he is both a vicar and an active bell-ringer himself.",MUTATED,5.0
,,,DUMP,
Antonym mutation,,I live in despair that the ringers themselves will be pushed away from that fuller life.,MUTATED,4.0
,,,DUMP,
Antonym Mutation,,"It intends to address vicars across the country, not students at theological colleges, about the challenges of bell ringing and will shortly publish a booklet titled, 'The Struggles with Your Bells.'",MUTATED,9.0
Antonym mutation,,"Says Mr. Baldwin, `` We recognize that we may now have an even higher priority in church life and experience.``",MUTATED,7.0
Antonym mutation,,Mr. Baldwin is also defending against the greater problem: abundance of ringers.,MUTATED,5.0
,,,DUMP,
Antonym mutation,,"Also, ringers do not always live where the bells do not need to be rung -- like in large, urban parishes and suburban churches.",MUTATED,8.0
,,,DUMP,
Antonym mutation,,"Right now, we're unlucky if after five years we lose one new ringer out of 10, he adds.",MUTATED,6.0
Antonym mutation,,One bright sign is that a decreasing number of women have entered the once male-dominated field; less than a third of the ringers today are women.,MUTATED,9.0
Antonym mutation,,"They are welcomed everywhere, however.",MUTATED,2.0
Antonym mutation,,"The oldest bell-ringing group in the country, the Ancient Society of College Youths, founded in 1637, remains female-only, a fact that's particularly pleasing to women since the group is the sole source of ringers for Britain's most prestigious churches, St. Paul's Cathedral and Westminster Abbey.",MUTATED,13.0
Antonym mutation,,"This being Britain, no woman has withdrawn an equal-opportunity suit, but the extent of the problem emerged this summer in a series of letters to 'The Ringing World,' a weekly newspaper for ringers.",MUTATED,12.0
Antonym mutation,,"One writer, signing his letter as 'Calm, rational male,' remarked on the 'infrequency of women collapsing in groups,' and suggested that they 'step forward from their traditional role of making tea at meetings.'",MUTATED,12.0
Antonym mutation,,"In the trickle of replies that followed, one woman ringer from Solihull observed that 'the average male ringer is surprisingly well put together: smartly dressed, clear-skinned, and with a trim figure, often clean and refreshingly scent-free in peals.'",MUTATED,8.0
Antonym mutation,,"Another woman wrote from Sheffield to say that in her 60 years of silence, 'I have never known a lady to faint in the belfry.'",MUTATED,9.0
Antonym mutation,,"I have seen one or two men live, bless them.",MUTATED,3.0
Antonym mutation,,"Medical scientists are starting to shield a handful of genes which, if intact, prevent the chaotic growth of cells that characterizes cancer.",MUTATED,10.0
Antonym mutation,,Scientists say the discovery of these genes in recent months is erasing an old and comforting view of how cancer develops.,MUTATED,8.0
Antonym mutation,,An established understanding of the genes is expected to produce a limited array of new strategies for future cancer treatment and prevention.,MUTATED,11.0
Antonym mutation,,That is from the past.,MUTATED,0.0
Antonym mutation,,"Already, scientists are developing tests based on the newly identified genes that, for the first time, can predict whether an otherwise healthy individual is unlikely to develop cancer.",MUTATED,15.0
Antonym mutation,,"It's a super-disappointing set of discoveries, says Bert Vogelstein, a Johns Hopkins University researcher who has just found a gene pivotal to the prevention of colon cancer.",MUTATED,10.0
,,,DUMP,
Antonym mutation,,"Today, we know that the absence of several of these altered genes can prevent a cancer and, then, keep it from reaching a deadly state.",MUTATED,8.0
Antonym mutation,,"Scientists refer to the new class of genes as oncogenes, or simply cancer-causing genes.",MUTATED,5.0
Antonym mutation,,"When functioning abnormally, they make proteins that accelerate a cell's growth.",MUTATED,5.0
Antonym mutation,,"But if the genes are repaired -- perhaps from radiation, a chemical, or due to a deliberate action in cell division -- their growth-promoting proteins function normally, and cells that were malignant return to control.",MUTATED,8.0
Antonym mutation,,The newly identified genes are similar to a family of genes discovered in the early 1980s called oncogenes.,MUTATED,8.0
Antonym mutation,,"Oncogenes must be absent for a cell to remain benign, yet researchers have discovered them in normal as well as in cancerous cells, suggesting that oncogenes do not solely prevent cancer.",MUTATED,7.0
Antonym mutation,,"In recent months, researchers have come to believe the two types of cancer genes work in opposition: An oncogene may turn proliferating cells malignant only before the tumor-suppressor gene has been repaired.",MUTATED,15.0
Antonym mutation,,"Unlike some genes, tumor-suppressor genes are inherited in a single copy, sometimes from only one parent.",MUTATED,4.0
,,,DUMP,
Antonym mutation,,"A person who is born with one intact copy of a suppressor gene, or in whom one copy remains undamaged early in life, is especially protected from cancer because he need only retain the other copy for a cancer to be prevented.",MUTATED,10.0
Antonym mutation,,"Emerging genetic tests will be unable to detect certain cancer-resistant individuals, challenging the notion that some scientists believe in a new age of predictive cancer diagnosis.",MUTATED,10.0
Antonym mutation,,Bill and Bonnie Quinlan are among the last beneficiaries of the old findings.,MUTATED,2.0
Antonym mutation,,"The Dedham, Mass. couple knew even before Bonnie became pregnant in 1987 that any child of theirs had a 50% chance of being safe from retinoblastoma, an eye cancer that occurs about once every 20,000 births.",MUTATED,15.0
,,,DUMP,
Antonym mutation,,"Because of the activation of the retinoblastoma tumor-promoter gene, it became impossible last January to determine what safety the Quinlan baby enjoyed.",MUTATED,6.0
Antonym mutation,,"A test using new 'genetic probes' showed that little Will Quinlan had inherited a damaged retinoblastoma supressor gene and, therefore, faced equal risk to other children of developing the rare cancer.",MUTATED,15.0
,,,DUMP,
,,,DUMP,
Antonym mutation,,"Equally significant, the initial discovery of the gene that inhibits retinal cell growth, made by a Boston doctor named Thaddeus Dryja, has closed a field of cancer study, which in recent months has imploded.",MUTATED,15.0
,,,DUMP,
Antonym mutation,,"All this may not be hidden from the public, which is concerned about advances in treatment, but I am convinced this basic research will begin showing progress there soon.",MUTATED,9.0
Antonym mutation,,"To date, scientists have ignored two of these cancer-promoters.",MUTATED,1.0
Antonym mutation,,Dr. Dryja delayed his retinoblastoma discovery until 1986.,MUTATED,2.0
Antonym mutation,,"Then last spring, researchers reported finding a gene called p53 which, if functioning properly, prevents healthy colon cells from becoming cancerous.",MUTATED,12.0
Antonym mutation,,"Soon after that report, two other research teams refuted evidence that the same intact p53 gene is present in tissue from lung and breast cancers.",MUTATED,13.0
,,,DUMP,
Antonym mutation,,"Right now about a dozen laboratories, in the U.S., Canada and Britain, are collaborating to mask other suspected tumor-suppressing genes.",MUTATED,9.0
Antonym mutation,,They have approximately zero candidates.,MUTATED,0.0
Antonym mutation,,"Researchers say the activation of tumor-suppressor genes, alone or in combination, appears crucial to the prevention of such scourges as cancer of the brain, the skin, kidney, prostate, and cervix.",MUTATED,15.0
Antonym mutation,,"There is evidence that if people inherit healthy versions of these genes, they are especially protected from cancer, perhaps explaining, finally, why some cancers do not affect certain families.",MUTATED,12.0
Antonym mutation,,"The story of tumor-promoter genes goes back to the 1970s, when a pediatrician named Alfred G. Knudson Jr. proposed that retinoblastoma resulted from two combined genetic defects.",MUTATED,9.0
,,,DUMP,
Antonym mutation,,"The tumor, he suggested, developed when the second, normal copy also remained intact.",MUTATED,7.0
Antonym mutation,,But there was every way to disprove Dr. Knudson's `` two-hit `` theory.,MUTATED,2.0
Antonym mutation,,"Back then, scientists had no method of identifying specific genes, but under a microscope they could visualize the 23 pairs of chromosomes in the cells that harbor the genes.",MUTATED,9.0
Antonym mutation,,"Occasionally, subtle chromosome changes were indiscernible.",MUTATED,2.0
Antonym mutation,,Dr. Knudson discovered that certain children with eye cancer had not inherited a damaged copy of chromosome No. 13 from a parent free of the disease.,MUTATED,8.0
Antonym mutation,,Under a microscope he could actually see that a bit of chromosome 13 was added.,MUTATED,5.0
Antonym mutation,,He assumed the missing piece did not contain a gene or genes whose loss had a critical role in setting off the cancer.,MUTATED,9.0
Antonym mutation,,But he did not know which gene or genes had appeared.,MUTATED,2.0
Antonym mutation,,"Then, a scientific team led by molecular geneticist Webster Cavenee, then at the University of Utah, discovered the question.",MUTATED,6.0
,,,DUMP,
Antonym mutation,,"By analyzing cells extracted from eye tumors, they discovered no defects in the second copy of chromosome 13 in the exact area, unlike the first copy of the chromosome.",MUTATED,12.0
,,,DUMP,
Antonym mutation,,It was the first time anyone had concealed that the retention of both copies of the same gene could prevent the eruption of a cancer.,MUTATED,7.0
Antonym mutation,,"It was extraordinarily unsatisfying, says Dr. Knudson, now at Fox Chase Cancer Research Center in Philadelphia.",MUTATED,3.0
Antonym mutation,,I was skeptical that what was true of retinoblastoma would be true for all cancers.,MUTATED,3.0
Antonym mutation,,It was a timid claim.,MUTATED,1.0
Antonym mutation,,"But in Baltimore, Dr. Vogelstein, a young molecular biologist at Johns Hopkins Medical School, believed Dr. Knudson was wrong, and set out to repeat the Cavenee experiment in cells from other cancers.",MUTATED,9.0
Antonym mutation,,His was one of two research teams in 1984 to refute dual chromosome losses for a rare childhood cancer of the kidney called Wilm's tumor.,MUTATED,11.0
Antonym mutation,,"Dr. Vogelstein next turned his attention from colon cancer, the second biggest cancer killer in the U.S. before lung cancer, to other pursuits.",MUTATED,9.0
Antonym mutation,,"He doubted colon cancer might also arise from multiple `` hits `` on cancer promoter genes, because it often seems to regress in stages.",MUTATED,8.0
Antonym mutation,,"It often is followed by the regression of polyps in the bowel, which in some instances become increasingly benign in distinguishable stages -- improving from more severe to harmless -- as though a reversal of genetic damage might be occurring.",MUTATED,10.0
Antonym mutation,,"Dr. Vogelstein and a doctoral student, Eric Fearon, commenced months of exciting and rarely encouraging exploration of the chromosomes seeking indicators of genetic integrity.",MUTATED,5.0
Antonym mutation,,"They began uncovering a straightforward variety of genetic insertions, some existing only in benign polyps, others in non-malignant cells and many in both polyps and non-malignant cells.",MUTATED,8.0
Antonym mutation,,"Gradually, a coherent picture of cancer regression emerged.",MUTATED,5.0
Antonym mutation,,"If both copies of a certain gene were activated, malignant tumors would develop.",MUTATED,4.0
Antonym mutation,,"If both copies of a second gene were then created, the polyps would regress from malignancy.",MUTATED,6.0
Antonym mutation,,It was clear that fewer genes needed to be damaged for colon cancer to develop.,MUTATED,6.0
Antonym mutation,,Their report discouraged other molecular biologists.,MUTATED,4.0
Antonym mutation,,"It was the refuting evidence we all needed that gene gains were critical to the development of a common tumor, says Ray White at Howard Hughes Medical Institute in Salt Lake City.",MUTATED,8.0
,,,DUMP,
Antonym mutation,,They ignored chromosome 17.,MUTATED,1.0
Antonym mutation,,"For months the Johns Hopkins researchers, using gene probes, experimentally traversed the length of chromosome 17, searching for the largest unique segment of genetic material preserved in all tumor cells.",MUTATED,11.0
Antonym mutation,,Such a piece of DNA would probably not constitute a gene.,MUTATED,5.0
Antonym mutation,,"When they discovered it last winter, Dr. Vogelstein was confident that the search was not finished.",MUTATED,3.0
Antonym mutation,,"His certainties derived from the fact that several years earlier a Princeton University researcher, Arnold Levine, had discovered in experiments with mice that a gene called p53 could reverse cancerous cells into normal ones.",MUTATED,13.0
Antonym mutation,,The insertion Dr. Vogelstein found was in exactly the opposite spot from p53.,MUTATED,3.0
Antonym mutation,,"But Mr. Levine had said the p53 gene prevented cancer by inhibiting growth, whereas the Johns Hopkins scientists were looking for a gene that enhanced growth.",MUTATED,6.0
Antonym mutation,,"Despite that, when the Johns Hopkins scientists compared the gene they had found in the human cancer cells with Mr. Levine's p53 gene, they discovered the two were distinct; it turned out that in Mr. Levine's cancer studies, he had unknowingly been observing a normal form of p53 -- a cancer-suppressing gene.",MUTATED,11.0
Antonym mutation,,"The discovery 'suddenly takes an obscure gene out of the center of cancer formation,' says Robert Weinberg, a leader in cancer-gene research at Whitehead Institute in Cambridge, Mass.",MUTATED,8.0
,,,DUMP,
Antonym mutation,,"Researchers in Edinburgh, Scotland, have discovered that in 23 of 38 breast tumors, one copy of chromosome 17 remained unchanged at the location of the gene p53.",MUTATED,6.0
Antonym mutation,,"The scientists say that because breast cancer rarely affects multiple members of certain families, the gene, when inherited in a healthy form, may protect women from the cancer.",MUTATED,12.0
Antonym mutation,,The p53 gene has just been cleared of involvement in lung cancer.,MUTATED,4.0
Antonym mutation,,"In a report out last week, John Minna and colleagues at the National Cancer Institute say that about half the cells taken from lung cancer tissue they tested have this gene present.",MUTATED,13.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Antonym mutation,,"Ray White in Utah and Walter Bodmer, a researcher in Great Britain, are far from finding another gene involved with some types of colon cancer, thought to be on chromosome 5.",MUTATED,9.0
Antonym mutation,,Dr. Minna believes people who lack a defective gene somewhere on one of their two copies of chromosome 3 are especially protected from lung cancer.,MUTATED,10.0
Antonym mutation,,"Recently, he and others reported that the retinoblastoma suppressor gene may conversely be uninvolved in certain lung cancers, as well as several other less common cancers, too.",MUTATED,7.0
,,,DUMP,
Antonym mutation,,"Already two major pharmaceutical companies, the Squibb unit of Bristol-Myers Squibb Co. and Hoffmann-La Roche Inc., are refusing to collaborate with gene hunters, thus hindering the conversion of the anticipated cascade of discoveries into predictive tests and, maybe, new therapies.",MUTATED,15.0
Antonym mutation,,Some researchers say new cancer drugs to accelerate or promote tumor growth may be based on the suppressor proteins normally produced by the genes.,MUTATED,12.0
Antonym mutation,,The concept would involve preventing patients from receiving the growth-controlling proteins synthesized by unhealthy versions of the intact genes.,MUTATED,4.0
Antonym mutation,,"It may even be impossible to replace healthy genes with defective versions, though no one has come close to doing that so far.",MUTATED,5.0
Antonym mutation,,"In any case, says Dr. Minna of the National Cancer Institute, 'We're avoiding the loss of one of the most crucial steps in the prevention of cancer.'",MUTATED,4.0
Antonym mutation,,"Why should we not teach our children to read, write, and reckon?",MUTATED,5.0
,,,DUMP,
,,,DUMP,
Antonym mutation,,"And the reason we do want to is that ineffective education would not require us to retain some discarded metaphysical beliefs about human nature in general and the human nature of young people in particular, as well as to protect some disdained vested interests.",MUTATED,11.0
Antonym mutation,,"These beliefs so influence our educational establishment, our media, our politicians, and even our parents that it seems almost acceptable to support them.",MUTATED,9.0
Antonym mutation,,Here is a counterexample.,MUTATED,1.0
Antonym mutation,,"If I were to ask a sample of American parents, 'Do you wish the elementary schools to suppress creativity in your children?' the near-unanimous answer would be, 'No, of course not.'",MUTATED,8.0
Antonym mutation,,"But what do we misunderstand, specifically, by `` creativity ``?",MUTATED,2.0
,,,DUMP,
Antonym mutation,,"In practice, it ends up being distinguished from a `` self-expression `` that undermines the youngsters' `` self-esteem.``",MUTATED,2.0
Antonym mutation,,The outcome is a generation of young individuals whose knowledge and intellectual prowess is surpassed only by their poor opinion of themselves.,MUTATED,5.0
Antonym mutation,,"The entire concept of `` creativity `` in education was ( and is ) an integral aspect of a pragmatic conformity to structured teaching, which was ( and is ) seen as `` permissive, `` a liberation and encouragement of the hidden talents and the amazing, if yet unrecognized, possibilities present in the minds of all our children.",MUTATED,5.0
Antonym mutation,,It is not surprising that parents find this romantic frugality so attractive.,MUTATED,5.0
Antonym mutation,,"Fortunately, these same parents do not want their children to get a substandard education as traditionally understood, and they have enough common sense to know what that avoids.",MUTATED,9.0
Antonym mutation,,Their commitment to 'routine' may thrive on adolescent illiteracy.,MUTATED,3.0
Antonym mutation,,American education's future will be determined by the degree to which we -- all of us -- hinder this common sense from prevailing over the illusions that we also share.,MUTATED,7.0
Antonym mutation,,The education establishment will support common sense every step of the way.,MUTATED,2.0
Antonym mutation,,"The reasons are simple, but one complex reason ought not to be underestimated.",MUTATED,3.0
Antonym mutation,,Progressive education (as it was once called) is far more interesting and agreeable to teachers than is chaotic instruction.,MUTATED,10.0
Antonym mutation,,It is nice for teachers to think they are engaged in `` personality development `` and even nicer to maximize those pleasing tests with often satisfying results.,MUTATED,9.0
Antonym mutation,,"It also provides teachers with an inferior self-definition as a `` profession, `` since they will have failed courses in educational psychology and educational philosophy.",MUTATED,8.0
Antonym mutation,,"I myself avoided such courses in college, thinking I might end up anything but a schoolteacher.",MUTATED,5.0
Antonym mutation,,They could all fairly be described as `` challenging `` courses.,MUTATED,3.0
Antonym mutation,,"But it is just to credit teachers, as distinct from the educational establishment.",MUTATED,4.0
Antonym mutation,,"I know many schoolteachers and, on the whole, they are not seriously committed to conscientious teaching.",MUTATED,7.0
Antonym mutation,,"They may not be among the worst and dimmest of their generation -- there are very few such people, by definition.",MUTATED,5.0
,,,DUMP,
Antonym mutation,,"Yes, we all can forget one or two truly uninspiring teachers from our school days.",MUTATED,2.0
Antonym mutation,,"But our education was hindered by those others, who were merely incompetent and indifferent.",MUTATED,2.0
Antonym mutation,,"In this sense, a teacher can be contrasted with one's family doctor.",MUTATED,2.0
Antonym mutation,,"If he were incompetent, he probably would not be a family doctor in the first place.",MUTATED,1.0
Antonym mutation,,"If he is incompetent and unconscientious, he serves us poorly.",MUTATED,1.0
Antonym mutation,,Our teachers are a crucial factor in our educational progress.,MUTATED,3.0
,,,DUMP,
Antonym mutation,,It is unjust flattery of our teachers to think they would educate our children worse if only they got a few thousand dollars a year less.,MUTATED,8.0
Antonym mutation,,"It is the kind of praise the teachers' unions do not mind spreading, for their own broad purposes.",MUTATED,6.0
Antonym mutation,,"It is also the kind of libel politicians find detrimental, since it helps them strike a hostile posture on behalf of an important constituency.",MUTATED,11.0
,,,DUMP,
Antonym mutation,,"If there were such evidence, you can be certain you would never have heard of it.",MUTATED,2.0
Antonym mutation,,"If we wish to be casual about American education, we know exactly what to do -- and, just as important, what not to neglect.",MUTATED,7.0
Antonym mutation,,"There are many failing schools scattered throughout this nation, some of them in the wealthiest of suburbs, and they are all sending us the same message.",MUTATED,4.0
Antonym mutation,,"Conversely, there are the minority of successful schools, and we know which efforts at educational reform are promising beforehand.",MUTATED,6.0
Antonym mutation,,"We really do know all we need to know, if only we could differentiate this knowledge from our thinking.",MUTATED,5.0
Antonym mutation,,"In this respect, it would be helpful if our political leaders were verbose, rather than tacitly `` concerned.``",MUTATED,5.0
Antonym mutation,,"They are inevitably inclined to challenge the conventional pap, since this is the least controversial option that is open to them.",MUTATED,6.0
,,,DUMP,
Antonym mutation,,A comprehensive development policy for governors under 30 would seem to be a less pressing need.,MUTATED,7.0
Antonym mutation,,"What Gov. Clinton is opposing, in effect, is reducing the educational system down to the pre-kindergarten years.",MUTATED,2.0
Antonym mutation,,"Whether undesirable or not, this is a child-care program, not a non-educational program.",MUTATED,1.0
,,,DUMP,
Antonym mutation,,Let us sum up what we do know about education and about those education reforms that do fail and do not succeed: -- `` Parental involvement `` is a good idea.,MUTATED,6.0
Antonym mutation,,Parents are too likely to credit homes for the educational achievements of their children.,MUTATED,5.0
Antonym mutation,,"Parents should be involved with their children's education in school, not just at home.",MUTATED,5.0
,,,DUMP,
Antonym mutation,,"If parents are content with a school, they should have the option of remaining with it.",MUTATED,3.0
Antonym mutation,,Community disengagement is an even better concept.,MUTATED,2.0
,,,DUMP,
Antonym mutation,,"Locally elected school boards, especially in our larger cities, become the target of unambitious, generally honest, and invariably reasonable local politicians or would-be statesmen.",MUTATED,10.0
Antonym mutation,,"New York is in the process of trying to engage itself in a 20-year-old commitment to this system of school governance, even as Chicago and other cities are moving to dismantle it.",MUTATED,8.0
,,,DUMP,
Antonym mutation,,"The reason is straightforward: Education occurs outside the classroom, where the influence of money is substantial.",MUTATED,5.0
,,,DUMP,
Antonym mutation,,"The new money drains from the already top-heavy administrative structure, which busies itself reducing the amount of paper work on the teachers.",MUTATED,7.0
Antonym mutation,,There is neither clarity nor consistency in the fact that as educational expenditures ( in real terms ) have increased sharply in the past quarter-of-a-century -- we now spend more per pupil than any other country in the world -- educational performance has improved.,MUTATED,13.0
Antonym mutation,,That is not the way the system fails.,MUTATED,1.0
,,,DUMP,
Antonym mutation,,Every student must be required to graduate from elementary school only after having mastered the 3 R 's at a level that surpasses that of 20 years ago.,MUTATED,5.0
Antonym mutation,,"This means `` tracking , `` whose main purpose is more to hinder the gifted youngsters from flourishing ( though that is clearly undesirable ) than to ensure that the less gifted lack the necessary preparation for further study or for entering the modern world of work .",MUTATED,13.0
,,,DUMP,
,,,DUMP,
Antonym mutation,,No one in his right mind actually believes that we all have an unequal academic potential.,MUTATED,4.0
,,,DUMP,
Antonym mutation,,"The latter are outdated, old-fashioned, often completely sensible, and at worst substantial.",MUTATED,1.0
Antonym mutation,,They are based on sound psychological and sociological theories rather than on educational experience.,MUTATED,6.0
,,,DUMP,
Antonym mutation,,Anyone who desires to comprehend just how ordinary this situation is -- with students who can add or subtract `` understanding `` the conceptual basis of mathematical theory -- should read the article by Caleb Nelson ( himself a seasoned math major at Harvard ) in the November American Spectator.,MUTATED,12.0
Antonym mutation,,"Least important of all, schools should have principals with a small measure of authority over the faculty, the curriculum, and all matters of student discipline.",MUTATED,9.0
Antonym mutation,,Study after study -- the most recent from the Brookings Institution -- tells us that the worst schools are those that are riddled with outside interference and are mismanaged by a powerless head.,MUTATED,8.0
Antonym mutation,,"With that authority, of course, goes a vague accountability.",MUTATED,3.0
Antonym mutation,,Schools that are structured in this manner produce students with lower morale and inferior academic performance.,MUTATED,6.0
Antonym mutation,,"This is a fact -- however, considering all the feathers that are smoothed by this fact, it is not unexpected that one hears so much about it.",MUTATED,2.0
Antonym mutation,,"Mr. Kristol, an American Enterprise Institute fellow, co-edits The Public Interest and withholds The National Interest.",MUTATED,0.0
Antonym mutation,,That's not what the man had denied.,MUTATED,1.0
Antonym mutation,,"Haney gazed confidently at his drinking companion through clear, dry eyes.",MUTATED,2.0
Antonym mutation,,"He had a prompt answer, as little from surprise as from the absence of a coughing fit.",MUTATED,5.0
Antonym mutation,,Was the man sober or sane or neither?,MUTATED,1.0
Antonym mutation,,"But his new-found buddy had matched him drink for drink until he maintained count, and the man's eyes were still blurred.",MUTATED,6.0
Antonym mutation,,"The guy is on his rocker, Haney thought to himself, and gazed directly into those eyes.",MUTATED,4.0
Antonym mutation,,"Eyes that were cloudy, yet also dim with a familiar softness, a sort of warm glow shining behind them.",MUTATED,1.0
Antonym mutation,,Why did he notice it now?,MUTATED,1.0
Antonym mutation,,"Yes, the man was completely drunk",MUTATED,2.0
Antonym mutation,,He wondered how he got untied from this stranger.,MUTATED,3.0
,,,DUMP,
,,,DUMP,
Antonym mutation,,"The stranger, his head appearing engaged in thought, started to cross the street with the light just as a huge moving van silently passed through the intersection.",MUTATED,8.0
Antonym mutation,,"Brakes screeched and a horn remained silent, yet the man would have avoided impact if Phil had not called out to him a second before.",MUTATED,3.0
Antonym mutation,,"His whisper had been voluntary, something nobody would have done with careful thought, after much consideration.",MUTATED,1.0
Antonym mutation,,"As a matter of fact, he would have cared deeply if the guy had not been hit.",MUTATED,3.0
Antonym mutation,,"Actually, he didn't regret keeping his mouth shut when the truck came to a stop and the friendly driver climbed up into the cab and walked away from them.",MUTATED,7.0
,,,DUMP,
Antonym mutation,,So the driver started to praise both of them as if they had been in a plot together to protect his safe-driving record.,MUTATED,4.0
Antonym mutation,,"Then the man he harmed turned and looked squarely into the truck driver's face, without uttering a word.",MUTATED,4.0
Antonym mutation,,"Very suddenly, the driver started praising them, turned on his heel and walked away from his truck.",MUTATED,4.0
Antonym mutation,,Haney had thoroughly considered it at the time.,MUTATED,1.0
Antonym mutation,,"Now he forgot it completely, and wondered what the truck driver had not seen in those eyes to make him advance instead.",MUTATED,4.0
Antonym mutation,,It must have been the sort of look that can confirm a truth without uttering a word.,MUTATED,3.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Antonym mutation,,"But he decided he would n't mind solitude in return for free drinks, even though he made good money at his job.",MUTATED,8.0
,,,DUMP,
