instance.word,sentence,mut.sentence,check,check_llm,reason
stopped,"The three of us stopped breathing for a moment , and then when it kept on coming we lunged for the doorway .","The three of us stopped breathing for a moment, and then when the thing kept on coming we lunged for the doorway.",False,False,原句和变异句中的目标词'stopped'含义相同，都是指暂时停止呼吸的动作。两个句子中的差异在于代词'it'和'the thing'的使用，但这并不影响'stopped'这个词的含义。
great,"Next to Chez Panisse a homeless couple , bundled into a blue sleeping bag , sat up , said , `` Good morning `` and then the woman smiled , said , `` Is n't it great just to be alive ? ``","Next to Chez Panisse a homeless couple, bundled into a blue sleeping bag, sat up, said, 'Good morning' and then the woman smiled, said, 'Isn't being alive great?'",False,False,两个句子中的目标词'great'所表达的含义是相同的。在原句和变异句中，'great'都用来形容'活着'这个状态，表达了对生命的积极和乐观的态度，没有意义上的区别。
rocker,"The guy is off his rocker , Haney thought to himself , and looked away from those eyes .","The guy is off his rocker, Haney thought to himself, and looked away from the guy's eyes.",False,False,在这两个句子中，目标词 'rocker' 的含义没有改变。'Off his rocker' 是一个固定短语，意思是某人疯了或者行为不正常。在原句和变异句中，'rocker' 都是指这个短语的一部分，并没有因为句子结构的变化而改变其含义。两个句子中的 'rocker' 都没有指代 'the guy's eyes' 或任何与眼睛相关的含义。
Give,Give me your address .,Give your full address to me.,False,False,两个句子中的目标词'give'含义相同，都是指将某物（在这里是地址）提供给对方。原句和变异句只是句子结构上的不同，即宾语的位置和介词的使用有所不同，但并不影响'give'这个词的含义。
painting,Scientists say the discovery of these genes in recent months is painting a new and startling picture of how cancer develops .,Scientists say the discovery of the specific genes in recent months is painting a new and startling picture of how cancer develops.,False,False,在这两个句子中，目标词‘painting’的含义是相同的。‘Painting a picture’是一个常用的比喻表达，意为‘描绘出一幅图景’或‘形象地展示’，在原句和变异句中都是用来描述基因发现如何影响我们对癌症发展过程的理解，并没有因为变异句中加入了‘specific’一词而改变‘painting’本身的含义。
worry,Crime has become a bigger worry than unemployment .,Crime has become a bigger worry than the issue of unemployment.,False,False,在这两个句子中，目标词 'worry' 的含义是相同的。'worry' 在这里指的是对某件事情的担忧或忧虑。原句中 'worry' 指的是对失业的担忧，变异句中 'worry' 指的是对失业问题的担忧。尽管变异句中多了 'the issue of' 这个短语，但这并不改变 'worry' 本身的含义，都是在表达对同一个问题的担忧。
bundled,"Next to Chez Panisse a homeless couple , bundled into a blue sleeping bag , sat up , said , `` Good morning `` and then the woman smiled , said , `` Is n't it great just to be alive ? ``","Next to Chez Panisse a homeless couple, bundled into a blue sleeping bag, sat up, said, 'Good morning' and then the woman smiled, said, 'Isn't being alive great?'",False,False,两个句子中的目标词'bundled'含义相同，都是描述无家可归的夫妇被包裹在蓝色的睡袋里。这里'bundled'的意思是'被包裹的'或'被捆绑的'，两个句子中这个词的使用情境和语境没有改变，所以含义相同。
ruin,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record .,So the driver started to curse at both of the people as if the people had been in a plot together to ruin his safe-driving record.,False,False,原句和变异句中的目标词'reuin'在句子中的含义和用法没有改变，都是指破坏或毁掉司机的安全驾驶记录。两个句子中的'reuin'都是作为动词使用，表示一个行动导致司机的安全驾驶记录受到损害。
training,The Foundation aims to document the characteristics of age barriers in job recruitment and training and to analyse their causes .,The Foundation aims to document the characteristics of age barriers in job recruitment and training and to analyse the causes of these barriers.,False,False,在这两个句子中，目标词'training'的含义没有发生变化。在原句和变异句中，'training'都指的是职业培训或训练，是招聘过程中年龄障碍的一个方面。变异句只是对原句的结尾部分进行了改写，将'and to analyse their causes'改为'and to analyse the causes of these barriers'，但并没有改变'training'这个词本身的含义。
much,Haney had n't given it much thought at the time .,Haney hadn't given the situation much thought at the time.,False,False,在这两个句子中，目标词'much'的含义相同，都用来修饰动词'thought'，表示程度，意为'很多'或'不少'。在原句中，'much'修饰的是抽象名词'thought'（想法），在变异句中，'much'修饰的是具体的'situation'（情况），但这并不改变'much'本身表示程度的含义。因此，两个目标词的含义没有不同。
